tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
glacierkeep_s42_B	glacierkeep	42	B	US	Core destroyed	280	parent	9	224	279	279	215	24	0	0.8884	0.0	1	212	0	0.014
midgard_s40_A	midgard	40	A	OPP	Core destroyed	265	parent	53	-1	-1	264	212	211	202	0.0047	0.9528	0	212	208	0.0
midgard_s40_B	midgard	40	B	US	Core destroyed	256	parent	45	40	255	255	0	0	0			1	0	0	
midgard_s41_A	midgard	41	A	US	Core destroyed	261	parent	53	152	260	260	99	99	88	0.0	0.8889	1	99	94	0.0
midgard_s41_B	midgard	41	B	US	Core destroyed	293	parent	52	237	292	292	185	185	176	0.0	0.9514	1	185	183	0.0
midgard_s42_A	midgard	42	A	OPP	Core destroyed	222	parent	51	46	-1	221	0	0	0			1	0	0	
midgard_s42_B	midgard	42	B	OPP	Core destroyed	356	parent	52	-1	-1	355	304	303	289	0.0033	0.9507	0	304	303	0.0
nordkap_s40_A	nordkap	40	A	OPP	Core destroyed	293	parent	4	-1	-1	292	289	88	51	0.6955	0.1765	0	91	67	0.6851
nordkap_s40_B	nordkap	40	B	US	Core destroyed	309	parent	4	108	308	308	104	74	28	0.2885	0.2692	1	95	37	0.0865
nordkap_s41_A	nordkap	41	A	US	Core destroyed	173	parent	4	108	172	172	104	69	44	0.3365	0.4231	1	102	78	0.0192
nordkap_s41_B	nordkap	41	B	OPP	Core destroyed	456	parent	4	132	-1	455	128	123	37	0.0391	0.2891	1	128	108	0.0
nordkap_s42_A	nordkap	42	A	OPP	Core destroyed	513	parent	4	65	-1	512	61	47	4	0.2295	0.0656	1	60	13	0.0164
nordkap_s42_B	nordkap	42	B	OPP	Titanium collected (tiebreak)	1000	parent	4	-1	-1	999	996	990	960	0.006	0.9639	0	996	964	0.0
yulerune_s40_A	yulerune	40	A	OPP	Core destroyed	825	parent	31	-1	-1	824	794	793	784	0.0013	0.9874	0	794	790	0.0
yulerune_s40_B	yulerune	40	B	OPP	Core destroyed	245	parent	29	-1	-1	244	216	214	40	0.0093	0.1852	0	216	50	0.0
yulerune_s41_A	yulerune	41	A	OPP	Core destroyed	277	parent	29	-1	-1	276	248	245	229	0.0121	0.9234	0	248	237	0.0
yulerune_s41_B	yulerune	41	B	OPP	Core destroyed	213	parent	27	-1	-1	212	186	184	172	0.0108	0.9247	0	186	179	0.0
yulerune_s42_A	yulerune	42	A	US	Titanium collected (tiebreak)	1000	parent	28	-1	-1	999	972	970	161	0.0021	0.1656	0	972	174	0.0
yulerune_s42_B	yulerune	42	B	OPP	Core destroyed	309	parent	33	-1	-1	308	276	121	43	0.5616	0.1558	0	127	57	0.5399
atoll_s43_A	atoll	43	A	OPP	Core destroyed	388	parent	7	31	-1	387	24	4	0	0.8333	0.0	1	9	0	0.625
atoll_s43_B	atoll	43	B	US	Core destroyed	304	parent	6	210	303	303	204	93	3	0.5441	0.0147	1	123	11	0.3971
atoll_s44_A	atoll	44	A	OPP	Harvesters (tiebreak)	1000	parent	7	-1	-1	999	993	18	0	0.9819	0.0	0	26	0	0.9738
atoll_s44_B	atoll	44	B	US	Core destroyed	158	parent	6	66	157	157	60	45	6	0.25	0.1	1	55	24	0.0833
atoll_s45_A	atoll	45	A	US	Titanium collected (tiebreak)	1000	parent	6	-1	-1	999	994	71	0	0.9286	0.0	0	147	0	0.8521
atoll_s45_B	atoll	45	B	OPP	Core destroyed	334	parent	32	-1	-1	333	302	297	113	0.0166	0.3742	0	299	121	0.0099
drakkarfjord_s43_A	drakkarfjord	43	A	OPP	Core destroyed	611	parent	10	-1	-1	610	601	132	30	0.7804	0.0499	0	160	45	0.7338
drakkarfjord_s43_B	drakkarfjord	43	B	US	Core destroyed	137	parent	10	81	136	136	71	22	0	0.6901	0.0	1	30	0	0.5775
drakkarfjord_s44_A	drakkarfjord	44	A	US	Core destroyed	205	parent	10	149	204	204	139	63	0	0.5468	0.0	1	136	0	0.0216
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	997	parent	10	69	996	996	59	43	0	0.2712	0.0	1	57	0	0.0339
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	429	parent	10	293	428	428	283	75	14	0.735	0.0495	1	122	17	0.5689
drakkarfjord_s45_B	drakkarfjord	45	B	US	Core destroyed	163	parent	10	88	162	162	78	40	0	0.4872	0.0	1	78	0	0.0
glacierkeep_s43_A	glacierkeep	43	A	OPP	Core destroyed	680	parent	8	80	-1	679	72	47	4	0.3472	0.0556	1	72	41	0.0
glacierkeep_s43_B	glacierkeep	43	B	US	Core destroyed	309	parent	8	56	308	308	48	37	4	0.2292	0.0833	1	48	19	0.0
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	147	parent	8	91	146	146	83	55	8	0.3373	0.0964	1	80	48	0.0361
glacierkeep_s44_B	glacierkeep	44	B	US	Core destroyed	237	parent	8	112	236	236	104	58	2	0.4423	0.0192	1	102	43	0.0192
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	349	parent	8	74	348	348	66	47	9	0.2879	0.1364	1	60	29	0.0909
glacierkeep_s45_B	glacierkeep	45	B	US	Core destroyed	185	parent	8	84	184	184	76	57	16	0.25	0.2105	1	76	34	0.0
midgard_s43_A	midgard	43	A	US	Core destroyed	257	parent	52	201	256	256	149	149	133	0.0	0.8926	1	149	145	0.0
midgard_s43_B	midgard	43	B	US	Core destroyed	256	parent	45	40	255	255	0	0	0			1	0	0	
midgard_s44_A	midgard	44	A	OPP	Core destroyed	247	parent	53	-1	-1	246	194	73	31	0.6237	0.1598	0	79	32	0.5928
midgard_s44_B	midgard	44	B	OPP	Core destroyed	337	parent	52	-1	-1	336	285	285	282	0.0	0.9895	0	285	284	0.0
midgard_s45_A	midgard	45	A	OPP	Titanium collected (tiebreak)	1000	parent	53	-1	-1	999	947	832	51	0.1214	0.0539	0	835	71	0.1183
midgard_s45_B	midgard	45	B	US	Titanium collected (tiebreak)	1000	parent	47	-1	-1	999	953	953	941	0.0	0.9874	0	953	945	0.0
nordkap_s43_A	nordkap	43	A	US	Core destroyed	913	parent	4	857	912	912	853	843	545	0.0117	0.6389	1	851	833	0.0023
nordkap_s43_B	nordkap	43	B	US	Core destroyed	482	parent	4	80	481	481	76	63	31	0.1711	0.4079	1	76	58	0.0
nordkap_s44_A	nordkap	44	A	US	Core destroyed	329	parent	4	44	328	328	40	31	5	0.225	0.125	1	40	24	0.0
nordkap_s44_B	nordkap	44	B	US	Core destroyed	734	parent	4	593	733	733	589	68	0	0.8846	0.0	1	113	4	0.8081
nordkap_s45_A	nordkap	45	A	OPP	Core destroyed	218	parent	4	-1	-1	217	214	97	31	0.5467	0.1449	0	116	49	0.4579
nordkap_s45_B	nordkap	45	B	US	Core destroyed	337	parent	4	271	336	336	267	259	197	0.03	0.7378	1	267	211	0.0
yulerune_s43_A	yulerune	43	A	US	Core destroyed	230	parent	31	196	229	229	165	164	151	0.0061	0.9152	1	165	158	0.0
yulerune_s43_B	yulerune	43	B	OPP	Core destroyed	748	parent	31	112	-1	747	81	78	68	0.037	0.8395	1	81	79	0.0
yulerune_s44_A	yulerune	44	A	US	Core destroyed	236	parent	27	168	235	235	141	138	119	0.0213	0.844	1	141	129	0.0
yulerune_s44_B	yulerune	44	B	OPP	Core destroyed	282	parent	29	-1	-1	281	253	91	67	0.6403	0.2648	0	94	81	0.6285
yulerune_s45_A	yulerune	45	A	OPP	Core destroyed	797	parent	37	560	-1	796	523	522	166	0.0019	0.3174	1	523	185	0.0
yulerune_s45_B	yulerune	45	B	OPP	Core destroyed	312	parent	27	-1	-1	311	285	281	269	0.014	0.9439	0	285	273	0.0
atoll_s46_A	atoll	46	A	OPP	Core destroyed	405	parent	9	-1	-1	404	396	98	1	0.7525	0.0025	0	211	1	0.4672
atoll_s46_B	atoll	46	B	OPP	Core destroyed	219	parent	7	-1	-1	218	212	118	42	0.4434	0.1981	0	133	47	0.3726
atoll_s47_A	atoll	47	A	US	Core destroyed	409	parent	7	313	408	408	306	123	0	0.598	0.0	1	127	0	0.585
atoll_s47_B	atoll	47	B	OPP	Titanium collected (tiebreak)	1000	parent	6	376	-1	999	370	196	51	0.4703	0.1378	1	365	76	0.0135
atoll_s48_A	atoll	48	A	OPP	Core destroyed	936	parent	9	138	-1	935	129	59	0	0.5426	0.0	1	74	2	0.4264
atoll_s48_B	atoll	48	B	OPP	Core destroyed	128	parent	6	-1	-1	127	122	49	1	0.5984	0.0082	0	67	4	0.4508
drakkarfjord_s46_A	drakkarfjord	46	A	US	Core destroyed	132	parent	10	76	131	131	66	46	8	0.303	0.1212	1	66	11	0.0
drakkarfjord_s46_B	drakkarfjord	46	B	US	Core destroyed	331	parent	10	241	330	330	231	145	51	0.3723	0.2208	1	162	124	0.2987
drakkarfjord_s47_A	drakkarfjord	47	A	US	Core destroyed	182	parent	10	92	181	181	82	45	0	0.4512	0.0	1	82	0	0.0
drakkarfjord_s47_B	drakkarfjord	47	B	US	Core destroyed	342	parent	10	122	341	341	112	65	0	0.4196	0.0	1	95	0	0.1518
drakkarfjord_s48_A	drakkarfjord	48	A	OPP	Core destroyed	549	parent	10	77	-1	548	67	36	0	0.4627	0.0	1	56	0	0.1642
drakkarfjord_s48_B	drakkarfjord	48	B	OPP	Core destroyed	548	parent	10	-1	-1	547	538	71	0	0.868	0.0	0	90	0	0.8327
glacierkeep_s46_A	glacierkeep	46	A	US	Core destroyed	289	parent	8	111	288	288	103	89	16	0.1359	0.1553	1	103	75	0.0
glacierkeep_s46_B	glacierkeep	46	B	US	Core destroyed	393	parent	8	56	392	392	48	38	8	0.2083	0.1667	1	48	18	0.0
glacierkeep_s47_A	glacierkeep	47	A	US	Core destroyed	185	parent	8	83	184	184	75	47	8	0.3733	0.1067	1	74	44	0.0133
glacierkeep_s47_B	glacierkeep	47	B	US	Core destroyed	253	parent	8	68	252	252	60	42	9	0.3	0.15	1	60	25	0.0
glacierkeep_s48_A	glacierkeep	48	A	US	Core destroyed	825	parent	8	688	824	824	680	160	106	0.7647	0.1559	1	179	122	0.7368
glacierkeep_s48_B	glacierkeep	48	B	OPP	Core destroyed	589	parent	8	68	-1	588	60	47	1	0.2167	0.0167	1	60	25	0.0
midgard_s46_A	midgard	46	A	US	Core destroyed	212	parent	51	156	211	211	105	105	85	0.0	0.8095	1	105	104	0.0
midgard_s46_B	midgard	46	B	OPP	Core destroyed	276	parent	55	-1	-1	275	221	33	9	0.8507	0.0407	0	39	19	0.8235
midgard_s47_A	midgard	47	A	OPP	Core destroyed	222	parent	51	46	-1	221	0	0	0			1	0	0	
midgard_s47_B	midgard	47	B	US	Core destroyed	364	parent	51	296	363	363	245	240	222	0.0204	0.9061	1	245	229	0.0
midgard_s48_A	midgard	48	A	OPP	Core destroyed	222	parent	51	46	-1	221	0	0	0			1	0	0	
midgard_s48_B	midgard	48	B	US	Core destroyed	303	parent	53	247	302	302	194	192	184	0.0103	0.9485	1	194	192	0.0
nordkap_s46_A	nordkap	46	A	OPP	Core destroyed	243	parent	4	-1	-1	242	239	152	75	0.364	0.3138	0	170	85	0.2887
nordkap_s46_B	nordkap	46	B	OPP	Core destroyed	184	parent	4	-1	-1	183	180	135	15	0.25	0.0833	0	144	25	0.2
nordkap_s47_A	nordkap	47	A	OPP	Core destroyed	293	parent	4	-1	-1	292	289	27	1	0.9066	0.0035	0	39	10	0.8651
nordkap_s47_B	nordkap	47	B	US	Core destroyed	184	parent	4	128	183	183	124	116	70	0.0645	0.5645	1	124	96	0.0
nordkap_s48_A	nordkap	48	A	US	Core destroyed	430	parent	4	374	429	429	370	129	8	0.6514	0.0216	1	215	15	0.4189
nordkap_s48_B	nordkap	48	B	US	Core destroyed	365	parent	4	261	364	364	257	107	6	0.5837	0.0233	1	140	14	0.4553
yulerune_s46_A	yulerune	46	A	US	Core destroyed	201	parent	34	145	200	200	111	106	97	0.045	0.8739	1	111	102	0.0
yulerune_s46_B	yulerune	46	B	OPP	Titanium collected (tiebreak)	1000	parent	35	-1	-1	999	965	964	955	0.001	0.9896	0	965	963	0.0
yulerune_s47_A	yulerune	47	A	US	Core destroyed	228	parent	29	172	227	227	143	141	129	0.014	0.9021	1	143	136	0.0
yulerune_s47_B	yulerune	47	B	OPP	Core destroyed	305	parent	37	-1	-1	304	268	101	87	0.6231	0.3246	0	101	92	0.6231
yulerune_s48_A	yulerune	48	A	US	Core destroyed	413	parent	36	320	412	412	284	283	279	0.0035	0.9824	1	284	282	0.0
yulerune_s48_B	yulerune	48	B	OPP	Core destroyed	221	parent	37	-1	-1	220	184	76	53	0.587	0.288	0	78	65	0.5761
atoll_s49_A	atoll	49	A	OPP	Core destroyed	617	parent	6	-1	-1	616	611	40	0	0.9345	0.0	0	63	0	0.8969
atoll_s49_B	atoll	49	B	US	Core destroyed	374	parent	12	278	373	373	266	71	0	0.7331	0.0	1	101	0	0.6203
atoll_s50_A	atoll	50	A	OPP	Core destroyed	549	parent	6	-1	-1	548	543	144	1	0.7348	0.0018	0	160	2	0.7053
atoll_s50_B	atoll	50	B	OPP	Titanium collected (tiebreak)	1000	parent	6	376	-1	999	370	196	51	0.4703	0.1378	1	365	76	0.0135
atoll_s51_A	atoll	51	A	OPP	Core destroyed	256	parent	7	31	-1	255	24	4	0	0.8333	0.0	1	9	0	0.625
atoll_s51_B	atoll	51	B	OPP	Core destroyed	132	parent	6	62	-1	131	56	43	9	0.2321	0.1607	1	56	15	0.0
drakkarfjord_s49_A	drakkarfjord	49	A	OPP	Core destroyed	357	parent	10	-1	-1	356	347	47	0	0.8646	0.0	0	69	0	0.8012
drakkarfjord_s49_B	drakkarfjord	49	B	US	Core destroyed	126	parent	10	70	125	125	60	32	0	0.4667	0.0	1	60	0	0.0
drakkarfjord_s50_A	drakkarfjord	50	A	US	Core destroyed	177	parent	10	99	176	176	89	64	7	0.2809	0.0787	1	85	22	0.0449
drakkarfjord_s50_B	drakkarfjord	50	B	US	Core destroyed	193	parent	10	92	192	192	82	41	0	0.5	0.0	1	80	0	0.0244
drakkarfjord_s51_A	drakkarfjord	51	A	OPP	Core destroyed	688	parent	10	-1	-1	687	678	79	11	0.8835	0.0162	0	107	15	0.8422
drakkarfjord_s51_B	drakkarfjord	51	B	US	Core destroyed	145	parent	10	89	144	144	79	40	0	0.4937	0.0	1	79	0	0.0
glacierkeep_s49_A	glacierkeep	49	A	OPP	Core destroyed	376	parent	8	-1	-1	375	368	28	0	0.9239	0.0	0	42	0	0.8859
glacierkeep_s49_B	glacierkeep	49	B	OPP	Core destroyed	449	parent	8	52	-1	448	44	30	3	0.3182	0.0682	1	44	13	0.0
glacierkeep_s50_A	glacierkeep	50	A	US	Core destroyed	209	parent	8	69	208	208	61	36	1	0.4098	0.0164	1	61	29	0.0
glacierkeep_s50_B	glacierkeep	50	B	US	Core destroyed	185	parent	8	82	184	184	74	61	7	0.1757	0.0946	1	74	44	0.0
glacierkeep_s51_A	glacierkeep	51	A	US	Core destroyed	129	parent	8	73	128	128	65	48	5	0.2615	0.0769	1	62	21	0.0462
glacierkeep_s51_B	glacierkeep	51	B	US	Core destroyed	517	parent	8	64	516	516	56	39	4	0.3036	0.0714	1	56	24	0.0
midgard_s49_A	midgard	49	A	OPP	Core destroyed	398	parent	49	333	-1	397	284	26	0	0.9085	0.0	1	41	0	0.8556
midgard_s49_B	midgard	49	B	US	Core destroyed	640	parent	55	575	639	639	520	520	517	0.0	0.9942	1	520	520	0.0
midgard_s50_A	midgard	50	A	US	Core destroyed	501	parent	50	146	500	500	96	95	79	0.0104	0.8229	1	96	94	0.0
midgard_s50_B	midgard	50	B	OPP	Core destroyed	296	parent	49	-1	-1	295	247	121	77	0.5101	0.3117	0	121	95	0.5101
midgard_s51_A	midgard	51	A	US	Core destroyed	253	parent	53	158	252	252	105	102	86	0.0286	0.819	1	105	101	0.0
midgard_s51_B	midgard	51	B	US	Core destroyed	425	parent	53	272	424	424	219	219	212	0.0	0.968	1	219	219	0.0
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	307	parent	4	-1	-1	306	303	114	54	0.6238	0.1782	0	131	70	0.5677
nordkap_s49_B	nordkap	49	B	OPP	Core destroyed	278	parent	4	-1	-1	277	274	114	30	0.5839	0.1095	0	119	49	0.5657
nordkap_s50_A	nordkap	50	A	US	Core destroyed	386	parent	4	115	385	385	111	107	83	0.036	0.7477	1	111	98	0.0
nordkap_s50_B	nordkap	50	B	US	Core destroyed	221	parent	4	136	220	220	132	126	82	0.0455	0.6212	1	132	111	0.0
nordkap_s51_A	nordkap	51	A	US	Core destroyed	327	parent	4	253	326	326	249	41	3	0.8353	0.012	1	54	6	0.7831
nordkap_s51_B	nordkap	51	B	US	Core destroyed	148	parent	4	60	147	147	56	45	9	0.1964	0.1607	1	56	21	0.0
yulerune_s49_A	yulerune	49	A	US	Core destroyed	146	parent	28	90	145	145	62	61	55	0.0161	0.8871	1	62	59	0.0
yulerune_s49_B	yulerune	49	B	OPP	Core destroyed	212	parent	29	-1	-1	211	183	183	179	0.0	0.9781	0	183	182	0.0
yulerune_s50_A	yulerune	50	A	US	Core destroyed	461	parent	36	232	460	460	196	196	184	0.0	0.9388	1	196	196	0.0
yulerune_s50_B	yulerune	50	B	OPP	Core destroyed	480	parent	31	-1	-1	479	449	277	251	0.3831	0.559	0	280	258	0.3764
yulerune_s51_A	yulerune	51	A	OPP	Titanium collected (tiebreak)	1000	parent	27	-1	-1	999	973	968	954	0.0051	0.9805	0	973	961	0.0
yulerune_s51_B	yulerune	51	B	OPP	Core destroyed	282	parent	29	-1	-1	281	253	91	67	0.6403	0.2648	0	94	81	0.6285
atoll_s55_A	atoll	55	A	OPP	Titanium collected (tiebreak)	1000	parent	6	998	-1	999	992	64	0	0.9355	0.0	1	94	0	0.9052
atoll_s55_B	atoll	55	B	OPP	Core destroyed	374	parent	6	-1	-1	373	368	29	0	0.9212	0.0	0	38	1	0.8967
atoll_s56_A	atoll	56	A	OPP	Core destroyed	597	parent	6	522	-1	596	516	79	0	0.8469	0.0	1	97	0	0.812
atoll_s56_B	atoll	56	B	OPP	Core destroyed	220	parent	6	-1	-1	219	214	28	5	0.8692	0.0234	0	49	9	0.771
atoll_s57_A	atoll	57	A	OPP	Core destroyed	443	parent	7	-1	-1	442	436	55	0	0.8739	0.0	0	68	0	0.844
atoll_s57_B	atoll	57	B	OPP	Core destroyed	190	parent	6	-1	-1	189	184	25	1	0.8641	0.0054	0	31	3	0.8315
drakkarfjord_s55_A	drakkarfjord	55	A	US	Titanium collected (tiebreak)	1000	parent	10	307	-1	999	297	75	0	0.7475	0.0	1	113	0	0.6195
drakkarfjord_s55_B	drakkarfjord	55	B	OPP	Titanium collected (tiebreak)	1000	parent	10	-1	-1	999	990	187	22	0.8111	0.0222	0	206	22	0.7919
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	333	parent	10	84	332	332	74	39	1	0.473	0.0135	1	74	16	0.0
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	163	parent	10	88	162	162	78	40	0	0.4872	0.0	1	78	0	0.0
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	386	parent	10	248	-1	385	238	67	9	0.7185	0.0378	1	238	31	0.0
drakkarfjord_s57_B	drakkarfjord	57	B	OPP	Core destroyed	325	parent	10	-1	-1	324	315	33	0	0.8952	0.0	0	55	0	0.8254
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	133	parent	8	56	132	132	48	33	10	0.3125	0.2083	1	48	17	0.0
glacierkeep_s55_B	glacierkeep	55	B	US	Titanium collected (tiebreak)	1000	parent	8	64	-1	999	56	43	6	0.2321	0.1071	1	56	18	0.0
glacierkeep_s56_A	glacierkeep	56	A	US	Core destroyed	229	parent	8	100	228	228	92	56	6	0.3913	0.0652	1	86	53	0.0652
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	489	parent	8	82	-1	488	74	55	2	0.2568	0.027	1	74	38	0.0
glacierkeep_s57_A	glacierkeep	57	A	OPP	Core destroyed	816	parent	8	80	-1	815	72	47	3	0.3472	0.0417	1	71	42	0.0139
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	209	parent	8	104	208	208	96	55	0	0.4271	0.0	1	96	46	0.0
midgard_s55_A	midgard	55	A	US	Core destroyed	311	parent	50	236	310	310	186	186	176	0.0	0.9462	1	186	184	0.0
midgard_s55_B	midgard	55	B	OPP	Core destroyed	627	parent	58	-1	-1	626	569	204	106	0.6415	0.1863	0	204	110	0.6415
midgard_s56_A	midgard	56	A	US	Core destroyed	187	parent	53	131	186	186	78	78	72	0.0	0.9231	1	78	78	0.0
midgard_s56_B	midgard	56	B	OPP	Core destroyed	243	parent	53	208	-1	242	155	155	151	0.0	0.9742	1	155	152	0.0
midgard_s57_A	midgard	57	A	OPP	Core destroyed	453	parent	53	180	-1	452	127	127	116	0.0	0.9134	1	127	126	0.0
midgard_s57_B	midgard	57	B	OPP	Core destroyed	545	parent	52	-1	-1	544	493	89	43	0.8195	0.0872	0	89	44	0.8195
nordkap_s55_A	nordkap	55	A	OPP	Titanium collected (tiebreak)	1000	parent	4	148	-1	999	144	141	81	0.0208	0.5625	1	144	130	0.0
nordkap_s55_B	nordkap	55	B	US	Core destroyed	182	parent	4	42	181	181	38	28	11	0.2632	0.2895	1	35	15	0.0789
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	4	694	913	913	690	686	503	0.0058	0.729	1	690	515	0.0
nordkap_s56_B	nordkap	56	B	US	Core destroyed	124	parent	4	68	123	123	64	55	17	0.1406	0.2656	1	64	36	0.0
nordkap_s57_A	nordkap	57	A	OPP	Core destroyed	147	parent	4	-1	-1	146	143	83	14	0.4196	0.0979	0	101	23	0.2937
nordkap_s57_B	nordkap	57	B	US	Core destroyed	418	parent	4	362	417	417	358	192	15	0.4637	0.0419	1	281	21	0.2151
yulerune_s55_A	yulerune	55	A	US	Core destroyed	404	parent	36	348	403	403	312	308	297	0.0128	0.9519	1	312	307	0.0
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	276	parent	29	-1	-1	275	247	115	69	0.5344	0.2794	0	119	78	0.5182
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	313	parent	33	-1	-1	312	280	279	266	0.0036	0.95	0	280	275	0.0
yulerune_s56_B	yulerune	56	B	US	Core destroyed	317	parent	34	196	316	316	162	159	15	0.0185	0.0926	1	162	21	0.0
yulerune_s57_A	yulerune	57	A	OPP	Core destroyed	989	parent	26	176	-1	988	150	150	136	0.0	0.9067	1	150	141	0.0
yulerune_s57_B	yulerune	57	B	OPP	Core destroyed	353	parent	29	-1	-1	352	324	323	310	0.0031	0.9568	0	324	313	0.0
atoll_s4_A	atoll	4	A	OPP	Core destroyed	603	parent	7	-1	-1	602	596	29	5	0.9513	0.0084	0	51	14	0.9144
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	7	-1	-1	999	993	24	0	0.9758	0.0	0	33	0	0.9668
atoll_s5_A	atoll	5	A	OPP	Core destroyed	301	parent	6	-1	-1	300	295	26	0	0.9119	0.0	0	47	0	0.8407
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	12	451	576	576	439	39	0	0.9112	0.0	1	111	0	0.7472
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	6	162	646	646	156	38	0	0.7564	0.0	1	56	0	0.641
atoll_s6_B	atoll	6	B	OPP	Core destroyed	233	parent	7	58	-1	232	51	8	0	0.8431	0.0	1	12	0	0.7647
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	544	parent	10	488	543	543	478	372	142	0.2218	0.2971	1	478	414	0.0
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	163	parent	10	88	162	162	78	40	0	0.4872	0.0	1	78	0	0.0
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	907	parent	10	-1	-1	906	897	458	22	0.4894	0.0245	0	485	39	0.4593
drakkarfjord_s5_B	drakkarfjord	5	B	OPP	Core destroyed	643	parent	10	-1	-1	642	633	142	0	0.7757	0.0	0	168	0	0.7346
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	10	-1	416	416	407	161	8	0.6044	0.0197	0	206	20	0.4939
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	parent	10	71	-1	999	61	48	0	0.2131	0.0	1	58	0	0.0492
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	816	parent	8	80	-1	815	72	47	3	0.3472	0.0417	1	71	42	0.0139
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	325	parent	8	84	324	324	76	63	14	0.1711	0.1842	1	76	46	0.0
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	414	parent	8	136	413	413	128	89	0	0.3047	0.0	1	110	0	0.1406
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	289	parent	8	56	288	288	48	38	3	0.2083	0.0625	1	48	20	0.0
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	165	parent	8	76	164	164	68	53	5	0.2206	0.0735	1	68	35	0.0
glacierkeep_s6_B	glacierkeep	6	B	US	Titanium collected (tiebreak)	1000	parent	8	66	-1	999	58	47	10	0.1897	0.1724	1	58	25	0.0
midgard_s4_A	midgard	4	A	OPP	Core destroyed	247	parent	53	-1	-1	246	194	73	31	0.6237	0.1598	0	79	32	0.5928
midgard_s4_B	midgard	4	B	OPP	Core destroyed	279	parent	54	-1	-1	278	225	225	195	0.0	0.8667	0	225	211	0.0
midgard_s5_A	midgard	5	A	OPP	Core destroyed	348	parent	52	-1	-1	347	296	226	199	0.2365	0.6723	0	228	210	0.2297
midgard_s5_B	midgard	5	B	US	Core destroyed	271	parent	51	215	270	270	164	163	82	0.0061	0.5	1	164	124	0.0
midgard_s6_A	midgard	6	A	OPP	Core destroyed	779	parent	52	140	-1	778	88	88	83	0.0	0.9432	1	88	86	0.0
midgard_s6_B	midgard	6	B	US	Core destroyed	685	parent	51	629	684	684	578	577	565	0.0017	0.9775	1	578	568	0.0
nordkap_s4_A	nordkap	4	A	US	Core destroyed	193	parent	4	123	192	192	119	111	20	0.0672	0.1681	1	119	93	0.0
nordkap_s4_B	nordkap	4	B	OPP	Harvesters (tiebreak)	1000	parent	4	-1	-1	999	996	977	902	0.0191	0.9056	0	993	979	0.003
nordkap_s5_A	nordkap	5	A	US	Core destroyed	403	parent	4	347	402	402	343	282	77	0.1778	0.2245	1	291	107	0.1516
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	4	73	128	128	69	53	10	0.2319	0.1449	1	68	13	0.0145
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	4	120	599	599	116	112	70	0.0345	0.6034	1	116	103	0.0
nordkap_s6_B	nordkap	6	B	US	Core destroyed	172	parent	4	116	171	171	112	100	49	0.1071	0.4375	1	112	85	0.0
yulerune_s4_A	yulerune	4	A	US	Core destroyed	337	parent	35	244	336	336	209	208	193	0.0048	0.9234	1	209	207	0.0
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	374	parent	40	-1	-1	373	334	334	222	0.0	0.6647	0	334	229	0.0
yulerune_s5_A	yulerune	5	A	US	Core destroyed	252	parent	29	196	251	251	167	163	155	0.024	0.9281	1	167	160	0.0
yulerune_s5_B	yulerune	5	B	US	Core destroyed	243	parent	31	159	242	242	128	128	122	0.0	0.9531	1	128	127	0.0
yulerune_s6_A	yulerune	6	A	US	Core destroyed	649	parent	33	488	648	648	455	454	446	0.0022	0.9802	1	455	452	0.0
