tag	map	seed	seat	ours	cond	turn	arm	arrive	sent	kill	last	window	ge1	ge2	nobody	two_body_share	bought_sentinel	ge1_fp	ge2_fp	nobody_fp
midgard_s40_A	midgard	40	A	US	Titanium collected (tiebreak)	1000	v520	50	561	-1	999	511	507	47	0.0078	0.092	1	511	80	0.0
midgard_s40_B	midgard	40	B	OPP	Core destroyed	256	v520	50	-1	-1	255	206	33	3	0.8398	0.0146	0	39	7	0.8107
midgard_s41_A	midgard	41	A	OPP	Titanium collected (tiebreak)	1000	v520	47	-1	-1	999	953	952	940	0.001	0.9864	0	953	952	0.0
midgard_s41_B	midgard	41	B	OPP	Core destroyed	185	v520	53	-1	-1	184	132	132	126	0.0	0.9545	0	132	131	0.0
midgard_s42_A	midgard	42	A	OPP	Core destroyed	397	v520	50	-1	-1	396	347	347	340	0.0	0.9798	0	347	346	0.0
midgard_s42_B	midgard	42	B	OPP	Core destroyed	225	v520	52	156	-1	224	104	102	90	0.0192	0.8654	1	104	99	0.0
nordkap_s40_A	nordkap	40	A	OPP	Core destroyed	739	v520	8	64	-1	738	56	53	41	0.0536	0.7321	1	56	55	0.0
nordkap_s40_B	nordkap	40	B	OPP	Core destroyed	207	v520	8	-1	-1	206	199	21	10	0.8945	0.0503	0	25	13	0.8744
nordkap_s41_A	nordkap	41	A	US	Core destroyed	183	v520	8	57	182	182	49	42	21	0.1429	0.4286	1	49	37	0.0
nordkap_s41_B	nordkap	41	B	OPP	Core destroyed	369	v520	8	140	-1	368	132	101	57	0.2348	0.4318	1	110	81	0.1667
nordkap_s42_A	nordkap	42	A	US	Core destroyed	333	v520	8	289	332	332	281	146	23	0.4804	0.0819	1	183	102	0.3488
nordkap_s42_B	nordkap	42	B	US	Core destroyed	816	v520	10	501	815	815	491	73	7	0.8513	0.0143	1	153	12	0.6884
yulerune_s40_A	yulerune	40	A	US	Harvesters (tiebreak)	1000	v520	27	-1	-1	999	973	973	964	0.0	0.9908	0	973	972	0.0
yulerune_s40_B	yulerune	40	B	OPP	Core destroyed	221	v520	29	-1	-1	220	192	83	40	0.5677	0.2083	0	87	50	0.5469
yulerune_s41_A	yulerune	41	A	OPP	Core destroyed	547	v520	34	-1	-1	546	513	513	507	0.0	0.9883	0	513	513	0.0
yulerune_s41_B	yulerune	41	B	OPP	Core destroyed	261	v520	32	244	-1	260	212	212	207	0.0	0.9764	1	212	212	0.0
yulerune_s42_A	yulerune	42	A	US	Core destroyed	667	v520	34	606	666	666	572	571	569	0.0017	0.9948	1	572	571	0.0
yulerune_s42_B	yulerune	42	B	OPP	Core destroyed	160	v520	31	-1	-1	159	129	128	118	0.0078	0.9147	0	129	129	0.0
atoll_s43_A	atoll	43	A	US	Core destroyed	245	v520	10	150	244	244	140	135	36	0.0357	0.2571	1	140	132	0.0
atoll_s43_B	atoll	43	B	OPP	Core destroyed	211	v520	11	-1	-1	210	200	49	1	0.755	0.005	0	67	12	0.665
atoll_s44_A	atoll	44	A	OPP	Core destroyed	309	v520	11	-1	-1	308	298	134	5	0.5503	0.0168	0	146	6	0.5101
atoll_s44_B	atoll	44	B	US	Titanium collected (tiebreak)	1000	v520	10	68	-1	999	58	49	26	0.1552	0.4483	1	58	48	0.0
atoll_s45_A	atoll	45	A	US	Core destroyed	299	v520	10	207	298	298	197	141	2	0.2843	0.0102	1	197	6	0.0
atoll_s45_B	atoll	45	B	OPP	Core destroyed	542	v520	11	-1	-1	541	531	60	5	0.887	0.0094	0	143	18	0.7307
drakkarfjord_s43_A	drakkarfjord	43	A	US	Titanium collected (tiebreak)	1000	v520	14	92	-1	999	78	54	11	0.3077	0.141	1	78	48	0.0
drakkarfjord_s43_B	drakkarfjord	43	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s44_A	drakkarfjord	44	A	OPP	Core destroyed	344	v520	14	63	-1	343	49	38	11	0.2245	0.2245	1	49	33	0.0
drakkarfjord_s44_B	drakkarfjord	44	B	US	Core destroyed	122	v520	14	40	121	121	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s45_A	drakkarfjord	45	A	US	Core destroyed	234	v520	14	168	233	233	154	68	13	0.5584	0.0844	1	147	40	0.0455
drakkarfjord_s45_B	drakkarfjord	45	B	US	Core destroyed	122	v520	14	40	121	121	26	23	10	0.1154	0.3846	1	26	25	0.0
glacierkeep_s43_A	glacierkeep	43	A	US	Core destroyed	177	v520	12	63	176	176	51	42	29	0.1765	0.5686	1	51	48	0.0
glacierkeep_s43_B	glacierkeep	43	B	OPP	Titanium stored (tiebreak)	1000	v520	12	-1	-1	999	988	148	8	0.8502	0.0081	0	165	72	0.833
glacierkeep_s44_A	glacierkeep	44	A	US	Core destroyed	157	v520	12	101	156	156	89	85	60	0.0449	0.6742	1	89	87	0.0
glacierkeep_s44_B	glacierkeep	44	B	OPP	Core destroyed	781	v520	12	-1	-1	780	769	123	8	0.8401	0.0104	0	159	47	0.7932
glacierkeep_s45_A	glacierkeep	45	A	US	Core destroyed	162	v520	12	99	161	161	87	83	47	0.046	0.5402	1	87	83	0.0
glacierkeep_s45_B	glacierkeep	45	B	US	Titanium collected (tiebreak)	1000	v520	12	52	-1	999	40	26	7	0.35	0.175	1	40	37	0.0
midgard_s43_A	midgard	43	A	US	Core destroyed	144	v520	48	56	143	143	8	8	4	0.0	0.5	1	8	8	0.0
midgard_s43_B	midgard	43	B	OPP	Core destroyed	214	v520	46	-1	-1	213	168	46	11	0.7262	0.0655	0	47	20	0.7202
midgard_s44_A	midgard	44	A	OPP	Core destroyed	249	v520	51	-1	-1	248	198	198	193	0.0	0.9747	0	198	195	0.0
midgard_s44_B	midgard	44	B	OPP	Core destroyed	362	v520	50	341	-1	361	291	32	15	0.89	0.0515	1	32	21	0.89
midgard_s45_A	midgard	45	A	US	Titanium collected (tiebreak)	1000	v520	48	-1	-1	999	952	952	941	0.0	0.9884	0	952	952	0.0
midgard_s45_B	midgard	45	B	OPP	Core destroyed	188	v520	50	-1	-1	187	138	138	58	0.0	0.4203	0	138	68	0.0
nordkap_s43_A	nordkap	43	A	US	Core destroyed	104	v520	8	36	103	103	28	22	10	0.2143	0.3571	1	28	27	0.0
nordkap_s43_B	nordkap	43	B	OPP	Core destroyed	232	v520	8	-1	-1	231	224	52	2	0.7679	0.0089	0	53	4	0.7634
nordkap_s44_A	nordkap	44	A	US	Titanium collected (tiebreak)	1000	v520	8	93	-1	999	85	80	37	0.0588	0.4353	1	85	74	0.0
nordkap_s44_B	nordkap	44	B	US	Core destroyed	373	v520	12	317	372	372	305	294	138	0.0361	0.4525	1	303	292	0.0066
nordkap_s45_A	nordkap	45	A	US	Core destroyed	253	v520	8	43	252	252	35	33	16	0.0571	0.4571	1	35	34	0.0
nordkap_s45_B	nordkap	45	B	US	Core destroyed	189	v520	12	56	188	188	44	38	15	0.1364	0.3409	1	44	38	0.0
yulerune_s43_A	yulerune	43	A	OPP	Core destroyed	289	v520	31	-1	-1	288	258	258	252	0.0	0.9767	0	258	257	0.0
yulerune_s43_B	yulerune	43	B	OPP	Core destroyed	244	v520	29	-1	-1	243	215	211	207	0.0186	0.9628	0	215	212	0.0
yulerune_s44_A	yulerune	44	A	US	Core destroyed	505	v520	30	409	504	504	379	219	143	0.4222	0.3773	1	250	148	0.3404
yulerune_s44_B	yulerune	44	B	OPP	Core destroyed	153	v520	31	-1	-1	152	122	100	88	0.1803	0.7213	0	101	95	0.1721
yulerune_s45_A	yulerune	45	A	US	Core destroyed	377	v520	34	224	376	376	190	189	177	0.0053	0.9316	1	190	190	0.0
yulerune_s45_B	yulerune	45	B	OPP	Core destroyed	220	v520	34	-1	-1	219	186	186	183	0.0	0.9839	0	186	186	0.0
atoll_s46_A	atoll	46	A	US	Core destroyed	275	v520	10	61	274	274	51	51	9	0.0	0.1765	1	51	12	0.0
atoll_s46_B	atoll	46	B	US	Core destroyed	516	v520	10	222	515	515	212	131	29	0.3821	0.1368	1	145	36	0.316
atoll_s47_A	atoll	47	A	OPP	Core destroyed	646	v520	10	-1	-1	645	636	29	6	0.9544	0.0094	0	70	8	0.8899
atoll_s47_B	atoll	47	B	US	Core destroyed	116	v520	17	60	115	115	43	29	2	0.3256	0.0465	1	38	3	0.1163
atoll_s48_A	atoll	48	A	OPP	Core destroyed	222	v520	11	-1	-1	221	211	199	74	0.0569	0.3507	0	211	98	0.0
atoll_s48_B	atoll	48	B	OPP	Core destroyed	285	v520	11	-1	-1	284	274	21	5	0.9234	0.0182	0	63	16	0.7701
drakkarfjord_s46_A	drakkarfjord	46	A	US	Core destroyed	99	v520	14	43	98	98	29	23	8	0.2069	0.2759	1	29	22	0.0
drakkarfjord_s46_B	drakkarfjord	46	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	21	11	0.1923	0.4231	1	26	25	0.0
drakkarfjord_s47_A	drakkarfjord	47	A	US	Titanium collected (tiebreak)	1000	v520	14	101	-1	999	87	53	25	0.3908	0.2874	1	87	81	0.0
drakkarfjord_s47_B	drakkarfjord	47	B	US	Titanium collected (tiebreak)	1000	v520	14	41	-1	999	27	23	11	0.1481	0.4074	1	27	26	0.0
drakkarfjord_s48_A	drakkarfjord	48	A	US	Core destroyed	397	v520	14	33	396	396	19	17	5	0.1053	0.2632	1	19	18	0.0
drakkarfjord_s48_B	drakkarfjord	48	B	US	Core destroyed	114	v520	14	40	113	113	26	22	9	0.1538	0.3462	1	26	25	0.0
glacierkeep_s46_A	glacierkeep	46	A	US	Core destroyed	169	v520	12	68	168	168	56	48	24	0.1429	0.4286	1	56	54	0.0
glacierkeep_s46_B	glacierkeep	46	B	US	Harvesters (tiebreak)	1000	v520	12	-1	-1	999	988	605	85	0.3877	0.086	0	988	981	0.0
glacierkeep_s47_A	glacierkeep	47	A	US	Core destroyed	173	v520	12	71	172	172	59	42	31	0.2881	0.5254	1	59	55	0.0
glacierkeep_s47_B	glacierkeep	47	B	US	Core destroyed	123	v520	12	59	122	122	47	24	12	0.4894	0.2553	1	47	43	0.0
glacierkeep_s48_A	glacierkeep	48	A	US	Core destroyed	127	v520	12	71	126	126	59	52	31	0.1186	0.5254	1	59	59	0.0
glacierkeep_s48_B	glacierkeep	48	B	US	Core destroyed	245	v520	12	112	244	244	100	64	18	0.36	0.18	1	100	93	0.0
midgard_s46_A	midgard	46	A	OPP	Core destroyed	402	v520	48	59	-1	401	11	11	5	0.0	0.4545	1	11	7	0.0
midgard_s46_B	midgard	46	B	US	Core destroyed	377	v520	51	280	376	376	229	229	220	0.0	0.9607	1	229	227	0.0
midgard_s47_A	midgard	47	A	OPP	Core destroyed	460	v520	48	57	-1	459	9	9	3	0.0	0.3333	1	9	9	0.0
midgard_s47_B	midgard	47	B	US	Core destroyed	526	v520	47	324	525	525	277	277	255	0.0	0.9206	1	277	256	0.0
midgard_s48_A	midgard	48	A	US	Core destroyed	180	v520	48	124	179	179	76	75	69	0.0132	0.9079	1	76	75	0.0
midgard_s48_B	midgard	48	B	US	Core destroyed	534	v520	53	200	533	533	147	147	115	0.0	0.7823	1	147	134	0.0
nordkap_s46_A	nordkap	46	A	OPP	Core destroyed	641	v520	8	-1	-1	640	633	633	19	0.0	0.03	0	633	629	0.0
nordkap_s46_B	nordkap	46	B	US	Core destroyed	249	v520	10	60	248	248	50	39	11	0.22	0.22	1	50	13	0.0
nordkap_s47_A	nordkap	47	A	US	Core destroyed	299	v520	8	75	298	298	67	51	24	0.2388	0.3582	1	67	50	0.0
nordkap_s47_B	nordkap	47	B	US	Core destroyed	954	v520	8	432	953	953	424	414	218	0.0236	0.5142	1	424	412	0.0
nordkap_s48_A	nordkap	48	A	US	Core destroyed	433	v520	8	248	432	432	240	134	111	0.4417	0.4625	1	224	145	0.0667
nordkap_s48_B	nordkap	48	B	US	Core destroyed	249	v520	10	60	248	248	50	39	11	0.22	0.22	1	50	13	0.0
yulerune_s46_A	yulerune	46	A	OPP	Core destroyed	241	v520	33	-1	-1	240	208	208	202	0.0	0.9712	0	208	208	0.0
yulerune_s46_B	yulerune	46	B	OPP	Titanium collected (tiebreak)	1000	v520	32	-1	-1	999	968	968	965	0.0	0.9969	0	968	968	0.0
yulerune_s47_A	yulerune	47	A	OPP	Core destroyed	182	v520	31	-1	-1	181	151	82	65	0.457	0.4305	0	87	71	0.4238
yulerune_s47_B	yulerune	47	B	OPP	Core destroyed	327	v520	33	188	-1	326	155	155	148	0.0	0.9548	1	155	154	0.0
yulerune_s48_A	yulerune	48	A	US	Core destroyed	631	v520	33	538	630	630	505	505	225	0.0	0.4455	1	505	231	0.0
yulerune_s48_B	yulerune	48	B	OPP	Core destroyed	170	v520	33	-1	-1	169	137	28	15	0.7956	0.1095	0	29	24	0.7883
atoll_s49_A	atoll	49	A	OPP	Titanium collected (tiebreak)	1000	v520	10	-1	-1	999	990	100	8	0.899	0.0081	0	116	26	0.8828
atoll_s49_B	atoll	49	B	US	Core destroyed	920	v520	11	151	919	919	140	69	2	0.5071	0.0143	1	86	4	0.3857
atoll_s50_A	atoll	50	A	OPP	Core destroyed	388	v520	10	61	-1	387	51	51	26	0.0	0.5098	1	51	50	0.0
atoll_s50_B	atoll	50	B	US	Core destroyed	177	v520	12	70	176	176	58	33	5	0.431	0.0862	1	55	18	0.0517
atoll_s51_A	atoll	51	A	OPP	Core destroyed	376	v520	11	88	-1	375	77	77	19	0.0	0.2468	1	77	25	0.0
atoll_s51_B	atoll	51	B	US	Core destroyed	207	v520	10	142	206	206	132	110	32	0.1667	0.2424	1	132	93	0.0
drakkarfjord_s49_A	drakkarfjord	49	A	US	Core destroyed	148	v520	14	92	147	147	78	38	9	0.5128	0.1154	1	66	39	0.1538
drakkarfjord_s49_B	drakkarfjord	49	B	US	Core destroyed	98	v520	14	42	97	97	28	23	8	0.1786	0.2857	1	28	23	0.0
drakkarfjord_s50_A	drakkarfjord	50	A	US	Core destroyed	248	v520	14	161	247	247	147	117	50	0.2041	0.3401	1	147	135	0.0
drakkarfjord_s50_B	drakkarfjord	50	B	US	Titanium collected (tiebreak)	1000	v520	14	40	-1	999	26	23	10	0.1154	0.3846	1	26	25	0.0
drakkarfjord_s51_A	drakkarfjord	51	A	US	Core destroyed	88	v520	14	32	87	87	18	16	5	0.1111	0.2778	1	18	17	0.0
drakkarfjord_s51_B	drakkarfjord	51	B	US	Core destroyed	101	v520	14	45	100	100	31	26	5	0.1613	0.1613	1	31	28	0.0
glacierkeep_s49_A	glacierkeep	49	A	US	Core destroyed	123	v520	12	67	122	122	55	42	28	0.2364	0.5091	1	55	51	0.0
glacierkeep_s49_B	glacierkeep	49	B	OPP	Core destroyed	785	v520	12	-1	-1	784	773	155	8	0.7995	0.0103	0	228	47	0.705
glacierkeep_s50_A	glacierkeep	50	A	US	Core destroyed	153	v520	12	96	152	152	84	74	46	0.119	0.5476	1	84	82	0.0
glacierkeep_s50_B	glacierkeep	50	B	OPP	Harvesters (tiebreak)	1000	v520	12	96	-1	999	84	57	7	0.3214	0.0833	1	84	66	0.0
glacierkeep_s51_A	glacierkeep	51	A	US	Core destroyed	205	v520	12	88	204	204	76	59	38	0.2237	0.5	1	76	72	0.0
glacierkeep_s51_B	glacierkeep	51	B	US	Harvesters (tiebreak)	1000	v520	12	-1	-1	999	988	466	14	0.5283	0.0142	0	988	107	0.0
midgard_s49_A	midgard	49	A	US	Core destroyed	273	v520	50	180	272	272	130	130	126	0.0	0.9692	1	130	130	0.0
midgard_s49_B	midgard	49	B	OPP	Core destroyed	216	v520	47	41	-1	215	0	0	0			1	0	0	
midgard_s50_A	midgard	50	A	OPP	Core destroyed	701	v520	52	46	-1	700	0	0	0			1	0	0	
midgard_s50_B	midgard	50	B	OPP	Core destroyed	273	v520	50	224	-1	272	174	174	170	0.0	0.977	1	174	171	0.0
midgard_s51_A	midgard	51	A	US	Core destroyed	442	v520	49	301	441	441	252	252	245	0.0	0.9722	1	252	251	0.0
midgard_s51_B	midgard	51	B	US	Core destroyed	397	v520	53	244	396	396	191	191	187	0.0	0.9791	1	191	191	0.0
nordkap_s49_A	nordkap	49	A	OPP	Core destroyed	297	v520	9	123	-1	296	114	114	65	0.0	0.5702	1	114	71	0.0
nordkap_s49_B	nordkap	49	B	US	Core destroyed	313	v520	8	183	312	312	175	103	33	0.4114	0.1886	1	172	63	0.0171
nordkap_s50_A	nordkap	50	A	US	Titanium collected (tiebreak)	1000	v520	8	76	-1	999	68	68	50	0.0	0.7353	1	68	68	0.0
nordkap_s50_B	nordkap	50	B	OPP	Core destroyed	609	v520	10	41	-1	608	31	23	10	0.2581	0.3226	1	31	13	0.0
nordkap_s51_A	nordkap	51	A	US	Core destroyed	203	v520	8	77	202	202	69	44	13	0.3623	0.1884	1	69	25	0.0
nordkap_s51_B	nordkap	51	B	US	Core destroyed	468	v520	8	419	467	467	411	124	49	0.6983	0.1192	1	148	62	0.6399
yulerune_s49_A	yulerune	49	A	US	Core destroyed	277	v520	30	188	276	276	158	158	151	0.0	0.9557	1	158	158	0.0
yulerune_s49_B	yulerune	49	B	OPP	Core destroyed	641	v520	27	-1	-1	640	614	612	608	0.0033	0.9902	0	614	613	0.0
yulerune_s50_A	yulerune	50	A	OPP	Core destroyed	152	v520	29	-1	-1	151	123	123	117	0.0	0.9512	0	123	123	0.0
yulerune_s50_B	yulerune	50	B	US	Core destroyed	204	v520	29	148	203	203	119	118	115	0.0084	0.9664	1	119	118	0.0
yulerune_s51_A	yulerune	51	A	OPP	Titanium collected (tiebreak)	1000	v520	27	-1	-1	999	973	973	969	0.0	0.9959	0	973	971	0.0
yulerune_s51_B	yulerune	51	B	OPP	Core destroyed	496	v520	31	220	-1	495	189	94	39	0.5026	0.2063	1	99	72	0.4762
atoll_s52_A	atoll	52	A	OPP	Core destroyed	236	v520	10	-1	-1	235	226	82	6	0.6372	0.0265	0	85	8	0.6239
atoll_s52_B	atoll	52	B	US	Titanium collected (tiebreak)	1000	v520	14	-1	-1	999	986	61	5	0.9381	0.0051	0	145	10	0.8529
atoll_s53_A	atoll	53	A	OPP	Core destroyed	376	v520	11	88	-1	375	77	77	19	0.0	0.2468	1	77	25	0.0
atoll_s53_B	atoll	53	B	US	Core destroyed	181	v520	11	71	180	180	60	33	4	0.45	0.0667	1	60	28	0.0
atoll_s54_A	atoll	54	A	US	Titanium collected (tiebreak)	1000	v520	11	64	-1	999	53	52	21	0.0189	0.3962	1	53	46	0.0
atoll_s54_B	atoll	54	B	OPP	Core destroyed	160	v520	10	64	-1	159	54	50	35	0.0741	0.6481	1	54	45	0.0
drakkarfjord_s52_A	drakkarfjord	52	A	US	Core destroyed	141	v520	14	61	140	140	47	43	19	0.0851	0.4043	1	47	42	0.0
drakkarfjord_s52_B	drakkarfjord	52	B	US	Core destroyed	162	v520	14	68	161	161	54	44	18	0.1852	0.3333	1	54	43	0.0
drakkarfjord_s53_A	drakkarfjord	53	A	US	Core destroyed	89	v520	14	33	88	88	19	19	8	0.0	0.4211	1	19	18	0.0
drakkarfjord_s53_B	drakkarfjord	53	B	US	Core destroyed	98	v520	14	42	97	97	28	23	8	0.1786	0.2857	1	28	23	0.0
drakkarfjord_s54_A	drakkarfjord	54	A	US	Core destroyed	90	v520	14	34	89	89	20	18	4	0.1	0.2	1	20	19	0.0
drakkarfjord_s54_B	drakkarfjord	54	B	US	Core destroyed	100	v520	14	44	99	99	30	24	6	0.2	0.2	1	30	27	0.0
glacierkeep_s52_A	glacierkeep	52	A	US	Core destroyed	127	v520	12	71	126	126	59	52	31	0.1186	0.5254	1	59	59	0.0
glacierkeep_s52_B	glacierkeep	52	B	US	Core destroyed	221	v520	12	72	220	220	60	29	7	0.5167	0.1167	1	59	40	0.0167
glacierkeep_s53_A	glacierkeep	53	A	US	Core destroyed	165	v520	12	64	164	164	52	43	16	0.1731	0.3077	1	52	47	0.0
glacierkeep_s53_B	glacierkeep	53	B	OPP	Harvesters (tiebreak)	1000	v520	12	96	-1	999	84	57	7	0.3214	0.0833	1	84	66	0.0
glacierkeep_s54_A	glacierkeep	54	A	US	Core destroyed	161	v520	12	75	160	160	63	53	17	0.1587	0.2698	1	63	63	0.0
glacierkeep_s54_B	glacierkeep	54	B	US	Core destroyed	245	v520	12	112	244	244	100	64	18	0.36	0.18	1	100	93	0.0
midgard_s52_A	midgard	52	A	US	Core destroyed	327	v520	48	245	326	326	197	197	188	0.0	0.9543	1	197	196	0.0
midgard_s52_B	midgard	52	B	OPP	Titanium collected (tiebreak)	1000	v520	50	-1	-1	999	950	268	186	0.7179	0.1958	0	268	217	0.7179
midgard_s53_A	midgard	53	A	US	Core destroyed	957	v520	50	828	956	956	778	778	768	0.0	0.9871	1	778	777	0.0
midgard_s53_B	midgard	53	B	OPP	Core destroyed	199	v520	48	41	-1	198	0	0	0			1	0	0	
midgard_s54_A	midgard	54	A	OPP	Core destroyed	429	v520	47	244	-1	428	197	192	63	0.0254	0.3198	1	197	76	0.0
midgard_s54_B	midgard	54	B	OPP	Core destroyed	145	v520	51	45	-1	144	0	0	0			1	0	0	
nordkap_s52_A	nordkap	52	A	US	Core destroyed	353	v520	8	180	352	352	172	167	153	0.0291	0.8895	1	172	171	0.0
nordkap_s52_B	nordkap	52	B	OPP	Core destroyed	889	v520	10	852	-1	888	842	112	7	0.867	0.0083	1	220	12	0.7387
nordkap_s53_A	nordkap	53	A	US	Titanium collected (tiebreak)	1000	v520	8	66	-1	999	58	54	22	0.069	0.3793	1	58	44	0.0
nordkap_s53_B	nordkap	53	B	US	Core destroyed	213	v520	8	148	212	212	140	134	94	0.0429	0.6714	1	140	136	0.0
nordkap_s54_A	nordkap	54	A	US	Core destroyed	273	v520	8	43	272	272	35	33	15	0.0571	0.4286	1	35	33	0.0
nordkap_s54_B	nordkap	54	B	OPP	Core destroyed	193	v520	8	-1	-1	192	185	27	5	0.8541	0.027	0	64	8	0.6541
yulerune_s52_A	yulerune	52	A	OPP	Core destroyed	774	v520	29	284	-1	773	255	253	249	0.0078	0.9765	1	255	250	0.0
yulerune_s52_B	yulerune	52	B	US	Core destroyed	180	v520	33	124	179	179	91	91	88	0.0	0.967	1	91	91	0.0
yulerune_s53_A	yulerune	53	A	OPP	Core destroyed	749	v520	32	-1	-1	748	717	717	709	0.0	0.9888	0	717	714	0.0
yulerune_s53_B	yulerune	53	B	US	Core destroyed	216	v520	29	168	215	215	139	139	131	0.0	0.9424	1	139	139	0.0
yulerune_s54_A	yulerune	54	A	OPP	Core destroyed	323	v520	29	-1	-1	322	294	292	143	0.0068	0.4864	0	294	155	0.0
yulerune_s54_B	yulerune	54	B	US	Core destroyed	180	v520	33	124	179	179	91	91	88	0.0	0.967	1	91	91	0.0
atoll_s55_A	atoll	55	A	OPP	Core destroyed	223	v520	11	-1	-1	222	212	74	0	0.6509	0.0	0	84	5	0.6038
atoll_s55_B	atoll	55	B	US	Core destroyed	119	v520	10	62	118	118	52	36	27	0.3077	0.5192	1	52	51	0.0
atoll_s56_A	atoll	56	A	OPP	Core destroyed	398	v520	11	71	-1	397	60	38	5	0.3667	0.0833	1	56	6	0.0667
atoll_s56_B	atoll	56	B	US	Core destroyed	223	v520	11	129	222	222	118	104	50	0.1186	0.4237	1	118	75	0.0
atoll_s57_A	atoll	57	A	OPP	Core destroyed	309	v520	10	104	-1	308	94	70	42	0.2553	0.4468	1	94	78	0.0
atoll_s57_B	atoll	57	B	US	Core destroyed	147	v520	11	66	146	146	55	49	25	0.1091	0.4545	1	55	53	0.0
drakkarfjord_s55_A	drakkarfjord	55	A	US	Core destroyed	92	v520	14	36	91	91	22	17	7	0.2273	0.3182	1	21	17	0.0455
drakkarfjord_s55_B	drakkarfjord	55	B	US	Core destroyed	125	v520	14	41	124	124	27	22	9	0.1852	0.3333	1	27	22	0.0
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	88	v520	14	32	87	87	18	17	6	0.0556	0.3333	1	18	17	0.0
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	96	v520	14	40	95	95	26	20	11	0.2308	0.4231	1	26	25	0.0
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	666	v520	14	128	-1	665	114	73	10	0.3596	0.0877	1	114	27	0.0
drakkarfjord_s57_B	drakkarfjord	57	B	US	Core destroyed	254	v520	14	41	253	253	27	23	10	0.1481	0.3704	1	27	26	0.0
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	165	v520	12	64	164	164	52	43	16	0.1731	0.3077	1	52	47	0.0
glacierkeep_s55_B	glacierkeep	55	B	OPP	Core destroyed	781	v520	12	-1	-1	780	769	123	8	0.8401	0.0104	0	159	47	0.7932
glacierkeep_s56_A	glacierkeep	56	A	OPP	Core destroyed	625	v520	12	84	-1	624	72	62	26	0.1389	0.3611	1	72	66	0.0
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	820	v520	12	128	-1	819	116	84	19	0.2759	0.1638	1	114	90	0.0172
glacierkeep_s57_A	glacierkeep	57	A	US	Core destroyed	141	v520	12	52	140	140	40	30	13	0.25	0.325	1	40	38	0.0
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	873	v520	12	116	872	872	104	30	11	0.7115	0.1058	1	104	91	0.0
midgard_s55_A	midgard	55	A	OPP	Core destroyed	169	v520	47	-1	-1	168	122	121	115	0.0082	0.9426	0	122	117	0.0
midgard_s55_B	midgard	55	B	OPP	Core destroyed	340	v520	51	46	-1	339	0	0	0			1	0	0	
midgard_s56_A	midgard	56	A	US	Core destroyed	169	v520	51	100	168	168	49	47	40	0.0408	0.8163	1	49	49	0.0
midgard_s56_B	midgard	56	B	OPP	Core destroyed	229	v520	49	-1	-1	228	180	179	157	0.0056	0.8722	0	180	175	0.0
midgard_s57_A	midgard	57	A	OPP	Core destroyed	249	v520	50	-1	-1	248	199	199	194	0.0	0.9749	0	199	198	0.0
midgard_s57_B	midgard	57	B	US	Core destroyed	310	v520	50	254	309	309	204	203	196	0.0049	0.9608	1	204	204	0.0
nordkap_s55_A	nordkap	55	A	US	Core destroyed	137	v520	8	36	136	136	28	23	4	0.1786	0.1429	1	28	17	0.0
nordkap_s55_B	nordkap	55	B	OPP	Core destroyed	742	v520	8	-1	-1	741	734	230	22	0.6866	0.03	0	258	42	0.6485
nordkap_s56_A	nordkap	56	A	US	Core destroyed	137	v520	8	36	136	136	28	23	4	0.1786	0.1429	1	28	17	0.0
nordkap_s56_B	nordkap	56	B	OPP	Titanium collected (tiebreak)	1000	v520	8	-1	-1	999	992	989	97	0.003	0.0978	0	992	136	0.0
nordkap_s57_A	nordkap	57	A	US	Core destroyed	419	v520	8	55	418	418	47	43	24	0.0851	0.5106	1	47	45	0.0
nordkap_s57_B	nordkap	57	B	US	Core destroyed	816	v520	10	501	815	815	491	73	7	0.8513	0.0143	1	153	12	0.6884
yulerune_s55_A	yulerune	55	A	US	Core destroyed	254	v520	29	204	253	253	175	174	170	0.0057	0.9714	1	175	174	0.0
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	137	v520	29	-1	-1	136	108	108	105	0.0	0.9722	0	108	106	0.0
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	617	v520	32	-1	-1	616	585	585	578	0.0	0.988	0	585	584	0.0
yulerune_s56_B	yulerune	56	B	US	Core destroyed	250	v520	28	184	249	249	156	155	145	0.0064	0.9295	1	156	149	0.0
yulerune_s57_A	yulerune	57	A	US	Harvesters (tiebreak)	1000	v520	27	-1	-1	999	973	973	964	0.0	0.9908	0	973	972	0.0
yulerune_s57_B	yulerune	57	B	OPP	Core destroyed	496	v520	31	220	-1	495	189	94	39	0.5026	0.2063	1	99	72	0.4762
