tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
nordkap_s52_B	nordkap	52	B	US	Core destroyed	231	flagoff	8	7	5	56	-1	-1	229	216	0.9432	3.057	7	0	16,18,10,21,5,6,56	231	1	9,6
nordkap_s53_A	nordkap	53	A	OPP	Core destroyed	330	flagoff	8	7	5	32	-1	-1	246	96	0.3902	2.846	7	0	27,29,19,32,5,15,6	330	0	9,18
nordkap_s53_B	nordkap	53	B	US	Core destroyed	213	flagoff	8	7	5	29	-1	-1	211	198	0.9384	3.318	7	0	16,18,10,29,5,6,24	213	1	9,6
nordkap_s54_A	nordkap	54	A	OPP	Core destroyed	189	flagoff	8	6	8	107	-1	-1	187	87	0.4652	3.209	3	3	104,102,106,107,68,8	189	0	9,18
nordkap_s54_B	nordkap	54	B	US	Core destroyed	280	flagoff	8	8	5	51	52	51	248	162	0.6532	3.226	8	0	27,23,51,20,5,18,6,13	280	1	9,6
yulerune_s52_A	yulerune	52	A	US	Core destroyed	191	flagoff	8	6	28	59	-1	-1	169	143	0.8462	3.55	6	0	37,47,28,59,31,58	191	0	16,9
yulerune_s52_B	yulerune	52	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	7	32	372	-1	-1	975	967	0.9918	0.718	6	1	49,44,52,41,38,32,372	1000	1	2,9
yulerune_s53_A	yulerune	53	A	US	Core destroyed	277	flagoff	8	6	32	45	-1	-1	252	244	0.9683	2.381	6	0	32,38,44,42,43,45	277	0	16,9
yulerune_s53_B	yulerune	53	B	OPP	Core destroyed	173	flagoff	8	6	28	52	-1	-1	152	44	0.2895	3.947	5	1	40,45,52,42,38,28	173	1	2,9
yulerune_s54_A	yulerune	54	A	OPP	Core destroyed	184	flagoff	8	5	32	64	-1	-1	159	153	0.9623	3.145	5	0	32,40,64,60,52	184	0	16,9
yulerune_s54_B	yulerune	54	B	OPP	Core destroyed	223	flagoff	8	6	39	74	-1	-1	198	33	0.1667	3.03	6	0	62,56,51,74,53,39	223	1	2,9
atoll_s55_A	atoll	55	A	OPP	Core destroyed	203	flagoff	8	6	8	48	-1	-1	59	7	0.1186	10.169	5	1	48,8,16,18,22,21	203	0	14,2
atoll_s55_B	atoll	55	B	OPP	Core destroyed	164	flagoff	8	4	7	47	-1	-1	85	10	0.1176	4.706	4	0	17,47,7,39	164	1	2,14
atoll_s56_A	atoll	56	A	OPP	Core destroyed	237	flagoff	8	5	8	46	-1	-1	91	4	0.044	5.495	5	0	12,8,42,46,41	237	0	14,2
atoll_s56_B	atoll	56	B	OPP	Core destroyed	193	flagoff	8	7	7	146	-1	-1	102	19	0.1863	6.863	5	2	84,146,33,7,44,8,12	193	1	2,14
atoll_s57_A	atoll	57	A	US	Core destroyed	230	flagoff	8	6	10	114	-1	-1	226	161	0.7124	2.655	6	0	12,10,46,104,114,108	230	0	14,2
atoll_s57_B	atoll	57	B	OPP	Core destroyed	233	flagoff	8	7	7	63	-1	-1	132	57	0.4318	5.303	7	0	35,63,11,39,7,28,37	233	1	2,14
drakkarfjord_s55_A	drakkarfjord	55	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	10	113	-1	113	183	10	0.0546	4.372	7	1	10,11,29,113,31,57,34,42	1000	0	26,4
drakkarfjord_s55_B	drakkarfjord	55	B	US	Core destroyed	173	flagoff	8	8	10	46	46	46	165	0	0.0	4.848	7	1	40,36,46,33,21,14,11,10	173	1	2,24
drakkarfjord_s56_A	drakkarfjord	56	A	OPP	Core destroyed	881	flagoff	8	7	10	43	-1	-1	134	0	0.0	5.224	6	1	10,11,31,33,43,36,40	881	0	26,4
drakkarfjord_s56_B	drakkarfjord	56	B	OPP	Core destroyed	790	flagoff	8	8	10	75	75	75	180	0	0.0	4.444	7	1	48,51,40,75,34,14,11,10	790	1	2,24
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	10	563	-1	563	187	0	0.0	4.278	7	1	10,11,31,563,33,43,36,40	1000	0	26,4
drakkarfjord_s57_B	drakkarfjord	57	B	US	Core destroyed	173	flagoff	8	8	10	46	46	46	165	0	0.0	4.848	7	1	40,36,46,33,21,14,11,10	173	1	2,24
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	343	flagoff	8	8	10	73	73	73	219	35	0.1598	3.653	8	0	44,56,43,59,73,11,15,10	343	0	14,26
glacierkeep_s55_B	glacierkeep	55	B	US	Core destroyed	245	flagoff	8	8	9	36	51	36	239	142	0.5941	3.347	8	0	36,32,14,29,9,25,10,22	245	1	14,2
glacierkeep_s56_A	glacierkeep	56	A	US	Core destroyed	173	flagoff	8	8	10	54	54	54	167	140	0.8383	4.79	8	0	49,51,30,54,18,11,15,10	173	0	14,26
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	861	flagoff	8	8	9	36	44	36	154	84	0.5455	5.195	8	0	36,32,14,29,9,25,10,22	861	1	14,2
glacierkeep_s57_A	glacierkeep	57	A	US	Core destroyed	221	flagoff	8	8	9	59	59	59	206	0	0.0	3.883	7	1	52,56,18,59,17,10,14,9	221	0	14,26
glacierkeep_s57_B	glacierkeep	57	B	US	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	59	36	994	85	0.0855	0.805	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s55_A	midgard	55	A	US	Core destroyed	210	flagoff	8	6	57	76	-1	-1	160	152	0.95	3.75	6	0	76,76,72,68,57,65	210	0	26,26
midgard_s55_B	midgard	55	B	OPP	Core destroyed	262	flagoff	8	5	57	82	-1	-1	94	58	0.617	5.319	5	0	61,57,63,57,82	262	1	2,2
midgard_s56_A	midgard	56	A	OPP	Core destroyed	696	flagoff	8	7	51	96	-1	-1	652	640	0.9816	1.074	5	2	51,96,59,96,65,72,68	696	0	26,26
midgard_s56_B	midgard	56	B	OPP	Core destroyed	493	flagoff	8	6	55	356	-1	-1	446	443	0.9933	1.345	5	1	101,106,98,356,69,55	493	1	2,2
midgard_s57_A	midgard	57	A	OPP	Core destroyed	272	flagoff	8	6	52	97	-1	-1	228	219	0.9605	2.632	5	1	52,60,97,65,72,68	272	0	26,26
midgard_s57_B	midgard	57	B	OPP	Core destroyed	262	flagoff	8	5	57	82	-1	-1	94	58	0.617	5.319	5	0	61,57,63,57,82	262	1	2,2
nordkap_s55_A	nordkap	55	A	US	Titanium collected (tiebreak)	1000	flagoff	8	8	5	44	44	44	998	528	0.5291	0.802	8	0	20,24,17,31,18,6,44,5	1000	0	9,18
nordkap_s55_B	nordkap	55	B	US	Core destroyed	318	flagoff	8	8	5	44	50	44	316	304	0.962	2.532	8	0	44,34,17,37,5,24,6,22	318	1	9,6
nordkap_s56_A	nordkap	56	A	US	Core destroyed	704	flagoff	8	7	4	25	-1	-1	614	432	0.7036	1.14	6	1	24,25,23,22,20,5,4	704	0	9,18
nordkap_s56_B	nordkap	56	B	US	Core destroyed	224	flagoff	8	7	5	69	-1	-1	222	172	0.7748	3.153	6	1	42,40,52,23,5,6,69	224	1	9,6
nordkap_s57_A	nordkap	57	A	OPP	Core destroyed	512	flagoff	8	7	5	62	-1	-1	262	31	0.1183	2.672	7	0	53,55,16,62,6,10,5	512	0	9,18
nordkap_s57_B	nordkap	57	B	US	Core destroyed	185	flagoff	8	8	5	90	90	90	183	169	0.9235	4.372	8	0	36,28,40,74,5,90,6,19	185	1	9,6
yulerune_s55_A	yulerune	55	A	US	Core destroyed	193	flagoff	8	7	32	70	-1	-1	168	160	0.9524	4.167	6	1	32,70,38,39,42,42,44	193	0	16,9
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	327	flagoff	8	6	39	94	-1	-1	109	100	0.9174	5.505	5	1	57,53,94,50,43,39	327	1	2,9
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	193	flagoff	8	5	31	42	-1	-1	168	161	0.9583	2.976	5	0	38,42,31,34,42	193	0	16,9
yulerune_s56_B	yulerune	56	B	OPP	Core destroyed	268	flagoff	8	7	32	100	-1	-1	243	236	0.9712	2.881	5	2	40,44,100,43,72,39,32	268	1	2,9
yulerune_s57_A	yulerune	57	A	OPP	Core destroyed	349	flagoff	8	6	34	56	-1	-1	322	315	0.9783	1.863	6	0	34,43,56,45,53,48	349	0	16,9
yulerune_s57_B	yulerune	57	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	6	32	58	-1	-1	975	967	0.9918	0.615	6	0	55,48,58,43,38,32	1000	1	2,9
atoll_s4_A	atoll	4	A	US	Core destroyed	603	flagoff	8	5	7	23	-1	-1	187	15	0.0802	2.674	5	0	7,8,13,23,21	603	0	14,2
atoll_s4_B	atoll	4	B	OPP	Core destroyed	174	flagoff	8	1	67	67	-1	-1	30	0	0.0	3.333	1	0	67	174	1	2,14
atoll_s5_A	atoll	5	A	US	Core destroyed	485	flagoff	8	6	8	160	-1	-1	140	22	0.1571	4.286	6	0	10,8,99,153,160,156	485	0	14,2
atoll_s5_B	atoll	5	B	OPP	Core destroyed	152	flagoff	8	5	7	35	-1	-1	45	15	0.3333	11.111	4	1	35,22,7,8,9	152	1	2,14
atoll_s6_A	atoll	6	A	US	Core destroyed	205	flagoff	8	6	7	75	-1	-1	201	3	0.0149	2.985	6	0	48,42,75,7,9,58	205	0	14,2
atoll_s6_B	atoll	6	B	US	Core destroyed	190	flagoff	8	6	7	43	-1	-1	186	55	0.2957	3.226	6	0	39,43,36,7,8,21	190	1	2,14
drakkarfjord_s4_A	drakkarfjord	4	A	US	Titanium collected (tiebreak)	1000	flagoff	8	3	10	172	-1	-1	85	0	0.0	3.529	2	1	10,11,172	1000	0	26,4
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	129	flagoff	8	8	10	46	46	46	121	0	0.0	6.612	7	1	40,36,46,33,21,14,11,10	129	1	2,24
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	343	flagoff	8	7	10	43	-1	-1	211	9	0.0427	3.318	6	1	10,11,31,33,43,36,40	343	0	26,4
drakkarfjord_s5_B	drakkarfjord	5	B	US	Core destroyed	123	flagoff	8	8	10	46	46	46	115	0	0.0	6.957	7	1	40,36,46,33,21,14,11,10	123	1	2,24
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	flagoff	8	8	10	93	-1	93	182	20	0.1099	4.396	7	1	10,11,31,93,33,43,36,40	417	0	26,4
drakkarfjord_s6_B	drakkarfjord	6	B	US	Core destroyed	126	flagoff	8	8	10	48	48	48	118	0	0.0	6.78	7	1	40,36,48,33,21,14,11,10	126	1	2,24
glacierkeep_s4_A	glacierkeep	4	A	US	Core destroyed	132	flagoff	8	8	9	43	43	43	126	97	0.7698	6.349	8	0	36,38,21,43,17,10,14,9	132	0	14,26
glacierkeep_s4_B	glacierkeep	4	B	OPP	Core destroyed	656	flagoff	8	8	9	36	36	36	249	116	0.4659	3.213	8	0	36,32,14,29,9,25,10,22	656	1	14,2
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	229	flagoff	8	8	9	67	81	67	107	0	0.0	7.477	7	1	58,64,18,67,17,10,14,9	229	0	14,26
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	185	flagoff	8	8	9	36	49	36	179	149	0.8324	4.469	8	0	36,32,14,29,9,25,10,22	185	1	14,2
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	160	flagoff	8	8	9	43	43	43	154	46	0.2987	5.195	8	0	36,38,21,43,17,10,14,9	160	0	14,26
glacierkeep_s6_B	glacierkeep	6	B	US	Core destroyed	237	flagoff	8	8	9	36	60	36	231	49	0.2121	3.463	8	0	36,32,14,29,9,25,10,22	237	1	14,2
midgard_s4_A	midgard	4	A	US	Core destroyed	233	flagoff	8	7	51	99	-1	-1	189	182	0.963	3.704	5	2	51,96,55,99,59,80,62	233	0	26,26
midgard_s4_B	midgard	4	B	US	Core destroyed	198	flagoff	8	7	57	89	-1	-1	153	151	0.9869	4.575	5	2	61,57,64,57,89,82,79	198	1	2,2
midgard_s5_A	midgard	5	A	US	Core destroyed	533	flagoff	8	6	55	96	-1	-1	487	423	0.8686	1.232	6	0	55,96,67,71,79,74	533	0	26,26
midgard_s5_B	midgard	5	B	OPP	Core destroyed	204	flagoff	8	5	53	70	-1	-1	128	83	0.6484	3.906	5	0	66,70,63,57,53	204	1	2,2
midgard_s6_A	midgard	6	A	OPP	Core destroyed	243	flagoff	8	6	50	112	-1	-1	120	38	0.3167	5.0	6	0	64,63,112,59,50,56	243	0	26,26
midgard_s6_B	midgard	6	B	US	Core destroyed	201	flagoff	8	6	52	95	-1	-1	156	148	0.9487	3.846	5	1	65,61,62,95,57,52	201	1	2,2
nordkap_s4_A	nordkap	4	A	OPP	Core destroyed	205	flagoff	8	3	8	27	-1	-1	46	10	0.2174	6.522	2	1	9,8,27	205	0	9,18
nordkap_s4_B	nordkap	4	B	US	Core destroyed	185	flagoff	8	8	5	90	90	90	183	169	0.9235	4.372	8	0	36,28,40,74,5,90,6,19	185	1	9,6
nordkap_s5_A	nordkap	5	A	OPP	Core destroyed	196	flagoff	8	5	5	96	-1	-1	124	95	0.7661	4.032	5	0	25,22,6,96,5	196	0	9,18
nordkap_s5_B	nordkap	5	B	US	Core destroyed	344	flagoff	8	8	5	55	55	55	342	290	0.848	2.339	8	0	22,24,10,28,5,55,6,24	344	1	9,6
nordkap_s6_A	nordkap	6	A	US	Core destroyed	807	flagoff	8	7	5	28	-1	-1	277	57	0.2058	2.527	7	0	21,25,18,28,17,6,5	807	0	9,18
nordkap_s6_B	nordkap	6	B	US	Core destroyed	204	flagoff	8	6	5	69	-1	-1	202	172	0.8515	2.97	6	0	43,45,69,5,6,56	204	1	9,6
yulerune_s4_A	yulerune	4	A	OPP	Core destroyed	222	flagoff	8	5	34	52	-1	-1	184	175	0.9511	2.717	5	0	34,42,44,49,52	222	0	16,9
yulerune_s4_B	yulerune	4	B	US	Core destroyed	597	flagoff	8	7	31	88	-1	-1	574	572	0.9965	1.22	5	2	41,47,88,58,65,31,33	597	1	2,9
yulerune_s5_A	yulerune	5	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	6	31	59	-1	-1	974	965	0.9908	0.616	6	0	44,50,31,59,34,56	1000	0	16,9
yulerune_s5_B	yulerune	5	B	OPP	Core destroyed	400	flagoff	8	7	36	85	-1	-1	268	250	0.9328	2.612	6	1	44,48,64,48,85,36,41	400	1	2,9
yulerune_s6_A	yulerune	6	A	US	Core destroyed	427	flagoff	8	7	36	72	-1	-1	405	393	0.9704	1.728	6	1	36,72,50,40,52,43,49	427	0	16,9
yulerune_s6_B	yulerune	6	B	US	Titanium collected (tiebreak)	1000	flagoff	8	7	32	71	-1	-1	975	682	0.6995	0.718	5	2	54,49,71,46,69,36,32	1000	1	2,9
atoll_s58_A	atoll	58	A	US	Core destroyed	610	flagoff	8	6	8	135	-1	-1	197	55	0.2792	3.046	4	2	135,132,8,9,60,61	610	0	14,2
atoll_s58_B	atoll	58	B	OPP	Core destroyed	437	flagoff	8	0	-1	-1	-1	-1	65	1	0.0154	0.0	0	0		437	1	2,14
atoll_s59_A	atoll	59	A	US	Core destroyed	808	flagoff	8	4	21	102	-1	-1	566	83	0.1466	0.707	3	1	21,102,95,96	808	0	14,2
atoll_s59_B	atoll	59	B	US	Core destroyed	206	flagoff	8	4	43	104	-1	-1	88	0	0.0	4.545	2	2	104,100,44,43	206	1	2,14
atoll_s60_A	atoll	60	A	OPP	Core destroyed	433	flagoff	8	7	7	151	-1	-1	168	10	0.0595	4.167	7	0	16,7,54,11,147,151,146	433	0	14,2
atoll_s60_B	atoll	60	B	OPP	Core destroyed	422	flagoff	8	5	8	211	-1	-1	99	31	0.3131	5.051	5	0	88,211,66,8,62	422	1	2,14
drakkarfjord_s58_A	drakkarfjord	58	A	OPP	Titanium collected (tiebreak)	1000	flagoff	8	6	10	42	-1	-1	77	0	0.0	7.792	5	1	10,11,29,31,34,42	1000	0	26,4
drakkarfjord_s58_B	drakkarfjord	58	B	US	Core destroyed	126	flagoff	8	8	10	48	48	48	118	0	0.0	6.78	7	1	40,36,48,33,21,14,11,10	126	1	2,24
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	359	flagoff	8	8	10	308	-1	308	123	0	0.0	6.504	7	1	10,11,31,308,33,43,36,40	359	0	26,4
drakkarfjord_s59_B	drakkarfjord	59	B	US	Core destroyed	143	flagoff	8	8	10	48	48	48	135	0	0.0	5.926	7	1	40,36,48,33,21,14,11,10	143	1	2,24
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	334	flagoff	8	8	10	93	-1	93	178	20	0.1124	4.494	7	1	10,11,31,93,33,43,36,40	334	0	26,4
drakkarfjord_s60_B	drakkarfjord	60	B	US	Core destroyed	148	flagoff	8	8	10	35	-1	35	140	78	0.5571	5.714	6	2	35,31,10,25,11,24,17,21	148	1	2,24
glacierkeep_s58_A	glacierkeep	58	A	US	Core destroyed	725	flagoff	8	8	9	57	57	57	719	124	0.1725	1.113	8	0	57,53,23,50,19,10,14,9	725	0	14,26
glacierkeep_s58_B	glacierkeep	58	B	OPP	Harvesters (tiebreak)	1000	flagoff	8	8	9	50	50	50	336	55	0.1637	2.381	8	0	36,32,50,26,10,22,9,19	1000	1	14,2
glacierkeep_s59_A	glacierkeep	59	A	US	Core destroyed	217	flagoff	8	8	10	49	49	49	211	182	0.8626	3.791	8	0	45,47,30,49,18,11,15,10	217	0	14,26
glacierkeep_s59_B	glacierkeep	59	B	OPP	Core destroyed	449	flagoff	8	8	9	36	44	36	134	68	0.5075	5.97	8	0	36,32,14,29,9,25,10,22	449	1	14,2
glacierkeep_s60_A	glacierkeep	60	A	US	Core destroyed	173	flagoff	8	8	9	55	55	55	167	74	0.4431	4.79	8	0	55,51,28,48,17,10,14,9	173	0	14,26
glacierkeep_s60_B	glacierkeep	60	B	OPP	Core destroyed	453	flagoff	8	8	9	44	54	44	114	62	0.5439	7.018	8	0	33,35,20,38,9,42,10,44	453	1	14,2
midgard_s58_A	midgard	58	A	OPP	Core destroyed	135	flagoff	8	5	51	66	-1	-1	92	87	0.9457	5.435	5	0	51,55,59,66,62	135	0	26,26
midgard_s58_B	midgard	58	B	OPP	Core destroyed	359	flagoff	8	6	54	80	-1	-1	178	140	0.7865	3.371	5	1	58,54,61,63,80,80	359	1	2,2
midgard_s59_A	midgard	59	A	US	Core destroyed	303	flagoff	8	6	54	108	-1	-1	257	193	0.751	2.335	6	0	54,108,58,71,79,74	303	0	26,26
midgard_s59_B	midgard	59	B	US	Core destroyed	192	flagoff	8	6	58	83	-1	-1	147	145	0.9864	4.082	6	0	65,69,62,58,83,66	192	1	2,2
midgard_s60_A	midgard	60	A	US	Core destroyed	207	flagoff	8	7	50	82	-1	-1	165	161	0.9758	4.242	5	2	50,68,54,82,60,67,63	207	0	26,26
midgard_s60_B	midgard	60	B	OPP	Core destroyed	224	flagoff	8	6	56	81	-1	-1	145	105	0.7241	4.138	6	0	65,58,66,81,60,56	224	1	2,2
nordkap_s58_A	nordkap	58	A	US	Core destroyed	620	flagoff	8	8	8	423	560	423	417	121	0.2902	1.918	7	1	28,35,25,9,370,8,423,404	620	0	9,18
nordkap_s58_B	nordkap	58	B	US	Core destroyed	536	flagoff	8	8	9	28	28	28	513	384	0.7485	1.559	8	0	17,19,11,22,9,24,28,23	536	1	9,6
nordkap_s59_A	nordkap	59	A	OPP	Core destroyed	196	flagoff	8	4	8	63	-1	-1	60	16	0.2667	6.667	3	1	63,58,9,8	196	0	9,18
nordkap_s59_B	nordkap	59	B	OPP	Core destroyed	322	flagoff	8	5	5	56	-1	-1	252	138	0.5476	1.984	5	0	19,21,5,56,6	322	1	9,6
nordkap_s60_A	nordkap	60	A	OPP	Core destroyed	139	flagoff	8	4	5	43	-1	-1	84	47	0.5595	4.762	4	0	43,40,6,5	139	0	9,18
nordkap_s60_B	nordkap	60	B	US	Core destroyed	300	flagoff	8	8	5	65	65	65	298	84	0.2819	2.685	7	1	16,18,10,44,5,50,6,65	300	1	9,6
yulerune_s58_A	yulerune	58	A	US	Core destroyed	217	flagoff	8	7	32	67	-1	-1	192	184	0.9583	3.646	6	1	32,67,38,39,42,42,45	217	0	16,9
yulerune_s58_B	yulerune	58	B	OPP	Core destroyed	161	flagoff	8	7	30	64	-1	-1	137	130	0.9489	5.109	5	2	49,44,64,42,60,38,30	161	1	2,9
yulerune_s59_A	yulerune	59	A	US	Core destroyed	386	flagoff	8	7	32	67	-1	-1	361	349	0.9668	1.939	6	1	32,67,38,42,42,48,47	386	0	16,9
yulerune_s59_B	yulerune	59	B	OPP	Core destroyed	121	flagoff	8	7	40	96	-1	-1	96	86	0.8958	7.292	5	2	55,59,96,56,77,50,40	121	1	2,9
yulerune_s60_A	yulerune	60	A	OPP	Core destroyed	342	flagoff	8	5	34	48	-1	-1	317	307	0.9685	1.577	5	0	34,44,41,44,48	342	0	16,9
yulerune_s60_B	yulerune	60	B	OPP	Core destroyed	370	flagoff	8	6	33	55	-1	-1	142	102	0.7183	4.225	6	0	33,52,55,49,45,37	370	1	2,9
atoll_s61_A	atoll	61	A	OPP	Core destroyed	831	flagoff	8	5	8	260	-1	-1	184	12	0.0652	2.717	1	4	92,8,9,259,260	831	0	14,2
atoll_s61_B	atoll	61	B	OPP	Core destroyed	728	flagoff	8	5	8	316	-1	-1	146	26	0.1781	3.425	5	0	316,10,8,16,80	728	1	2,14
atoll_s62_A	atoll	62	A	OPP	Core destroyed	367	flagoff	8	4	7	16	-1	-1	53	0	0.0	7.547	4	0	7,9,16,12	367	0	14,2
atoll_s62_B	atoll	62	B	OPP	Core destroyed	138	flagoff	8	7	7	57	-1	-1	68	41	0.6029	10.294	7	0	35,57,11,43,7,29,35	138	1	2,14
atoll_s63_A	atoll	63	A	US	Core destroyed	205	flagoff	8	6	7	75	-1	-1	201	3	0.0149	2.985	6	0	48,42,75,7,9,58	205	0	14,2
atoll_s63_B	atoll	63	B	OPP	Core destroyed	164	flagoff	8	6	7	49	-1	-1	69	17	0.2464	8.696	6	0	37,32,49,7,8,12	164	1	2,14
drakkarfjord_s61_A	drakkarfjord	61	A	US	Core destroyed	158	flagoff	8	8	10	37	42	37	150	0	0.0	5.333	7	1	10,11,37,18,33,22,30,26	158	0	26,4
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	171	flagoff	8	8	10	46	46	46	163	0	0.0	4.908	7	1	40,36,46,33,21,14,11,10	171	1	2,24
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	498	flagoff	8	8	10	109	115	109	266	79	0.297	3.008	6	2	10,11,30,109,32,44,35,41	498	0	26,4
drakkarfjord_s62_B	drakkarfjord	62	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	10	48	48	48	889	0	0.0	0.9	7	1	40,36,48,33,21,14,11,10	1000	1	2,24
drakkarfjord_s63_A	drakkarfjord	63	A	US	Core destroyed	170	flagoff	8	8	10	37	42	37	160	48	0.3	5.0	7	1	10,11,37,18,33,22,30,26	170	0	26,4
drakkarfjord_s63_B	drakkarfjord	63	B	US	Core destroyed	230	flagoff	8	8	10	151	158	151	222	146	0.6577	3.604	6	2	151,110,45,107,138,14,11,10	230	1	2,24
glacierkeep_s61_A	glacierkeep	61	A	OPP	Core destroyed	473	flagoff	8	8	9	51	69	51	228	70	0.307	3.509	8	0	46,48,28,51,17,10,14,9	473	0	14,26
glacierkeep_s61_B	glacierkeep	61	B	US	Core destroyed	177	flagoff	8	8	9	36	62	36	171	139	0.8129	4.678	8	0	36,32,14,29,9,25,10,22	177	1	14,2
glacierkeep_s62_A	glacierkeep	62	A	US	Core destroyed	413	flagoff	8	8	9	59	59	59	407	73	0.1794	1.966	8	0	59,55,28,52,17,10,14,9	413	0	14,26
glacierkeep_s62_B	glacierkeep	62	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	44	36	249	88	0.3534	3.213	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s63_A	glacierkeep	63	A	OPP	Core destroyed	816	flagoff	8	8	9	57	57	57	198	160	0.8081	4.04	8	0	57,53,23,50,19,10,14,9	816	0	14,26
glacierkeep_s63_B	glacierkeep	63	B	OPP	Titanium collected (tiebreak)	1000	flagoff	8	8	9	36	36	36	213	117	0.5493	3.756	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s61_A	midgard	61	A	US	Core destroyed	213	flagoff	8	7	55	104	-1	-1	170	165	0.9706	4.118	6	1	55,86,59,104,65,72,68	213	0	26,26
midgard_s61_B	midgard	61	B	OPP	Core destroyed	297	flagoff	8	7	56	109	-1	-1	250	247	0.988	2.8	6	1	60,56,63,67,89,109,76	297	1	2,2
midgard_s62_A	midgard	62	A	OPP	Core destroyed	282	flagoff	8	6	54	93	-1	-1	104	64	0.6154	5.769	5	1	54,93,62,70,77,73	282	0	26,26
midgard_s62_B	midgard	62	B	US	Core destroyed	212	flagoff	8	8	55	116	-1	116	165	165	1.0	4.848	5	3	61,55,64,116,57,110,91,88	212	1	2,2
midgard_s63_A	midgard	63	A	US	Core destroyed	261	flagoff	8	6	47	108	-1	-1	221	75	0.3394	2.715	6	0	47,108,51,63,92,66	261	0	26,26
midgard_s63_B	midgard	63	B	US	Core destroyed	196	flagoff	8	6	55	86	-1	-1	151	148	0.9801	3.974	6	0	62,66,59,55,86,68	196	1	2,2
nordkap_s61_A	nordkap	61	A	US	Core destroyed	329	flagoff	8	8	4	27	43	27	327	317	0.9694	2.446	6	2	25,27,18,5,14,4,8,7	329	0	9,18
nordkap_s61_B	nordkap	61	B	US	Core destroyed	185	flagoff	8	8	5	77	77	77	183	167	0.9126	4.372	6	2	20,22,10,77,5,46,6,49	185	1	9,6
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	169	flagoff	8	2	5	6	-1	-1	167	157	0.9401	1.198	2	0	6,5	169	0	9,18
nordkap_s62_B	nordkap	62	B	US	Core destroyed	435	flagoff	8	7	4	82	-1	-1	433	306	0.7067	1.617	6	1	82,29,5,48,4,8,15	435	1	9,6
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	293	flagoff	8	7	5	34	-1	-1	122	48	0.3934	5.738	7	0	27,29,16,34,6,10,5	293	0	9,18
nordkap_s63_B	nordkap	63	B	OPP	Core destroyed	364	flagoff	8	8	5	318	-1	318	227	154	0.6784	3.524	7	1	16,18,10,21,5,52,6,318	364	1	9,6
yulerune_s61_A	yulerune	61	A	OPP	Core destroyed	177	flagoff	8	6	32	49	-1	-1	152	146	0.9605	3.947	4	2	32,46,40,49,39,44	177	0	16,9
yulerune_s61_B	yulerune	61	B	OPP	Core destroyed	197	flagoff	8	6	38	61	-1	-1	54	39	0.7222	11.111	6	0	48,48,45,61,38,40	197	1	2,9
yulerune_s62_A	yulerune	62	A	OPP	Core destroyed	287	flagoff	8	5	34	69	-1	-1	136	114	0.8382	3.676	5	0	34,43,40,69,65	287	0	16,9
yulerune_s62_B	yulerune	62	B	OPP	Core destroyed	139	flagoff	8	6	34	76	-1	-1	111	81	0.7297	5.405	6	0	38,76,56,61,34,39	139	1	2,9
yulerune_s63_A	yulerune	63	A	OPP	Core destroyed	201	flagoff	8	6	31	56	-1	-1	177	166	0.9379	3.39	6	0	31,38,44,42,50,56	201	0	16,9
yulerune_s63_B	yulerune	63	B	US	Core destroyed	289	flagoff	8	7	35	88	-1	-1	264	177	0.6705	2.652	6	1	49,45,46,42,35,40,88	289	1	2,9
