tag	map	seed	seat	ours	cond	turn	arm	n_seats	seats_sealed	first_seal	last_seal	closure_round	closure_cum_round	atring_rounds	atring2_rounds	two_body_share	seal_rate	sealed_by_bldg	sealed_by_body	seat_first_rounds	rounds	our_team	enemy_core
nordkap_s54_A	nordkap	54	A	US	Core destroyed	395	parent	8	8	5	49	49	49	393	255	0.6489	2.036	7	1	27,29,17,49,13,6,10,5	395	0	9,18
nordkap_s54_B	nordkap	54	B	OPP	Core destroyed	208	parent	8	5	5	72	-1	-1	206	152	0.7379	2.427	4	1	23,24,72,5,6	208	1	9,6
yulerune_s52_A	yulerune	52	A	US	Core destroyed	239	parent	8	6	32	51	-1	-1	214	211	0.986	2.804	6	0	32,33,51,40,44,38	239	0	16,9
yulerune_s52_B	yulerune	52	B	US	Titanium collected (tiebreak)	1000	parent	8	7	30	72	-1	-1	978	114	0.1166	0.716	6	1	44,45,40,42,38,30,72	1000	1	2,9
yulerune_s53_A	yulerune	53	A	OPP	Core destroyed	285	parent	8	5	32	44	-1	-1	166	108	0.6506	3.012	5	0	32,44,34,39,43	285	0	16,9
yulerune_s53_B	yulerune	53	B	US	Core destroyed	248	parent	8	6	34	53	-1	-1	223	131	0.5874	2.691	6	0	35,39,53,36,34,42	248	1	2,9
yulerune_s54_A	yulerune	54	A	OPP	Core destroyed	207	parent	8	6	31	48	-1	-1	73	42	0.5753	8.219	6	0	31,38,48,42,45,41	207	0	16,9
yulerune_s54_B	yulerune	54	B	US	Core destroyed	248	parent	8	7	32	86	-1	-1	223	220	0.9865	3.139	6	1	52,45,55,46,86,36,32	248	1	2,9
atoll_s55_A	atoll	55	A	OPP	Titanium collected (tiebreak)	1000	parent	8	6	7	63	-1	-1	214	20	0.0935	2.804	6	0	44,63,7,9,16,12	1000	0	14,2
atoll_s55_B	atoll	55	B	OPP	Core destroyed	374	parent	8	5	7	36	-1	-1	86	10	0.1163	5.814	4	1	36,26,7,8,9	374	1	2,14
atoll_s56_A	atoll	56	A	OPP	Core destroyed	597	parent	8	6	7	244	-1	-1	224	59	0.2634	2.679	3	3	7,244,8,191,196,189	597	0	14,2
atoll_s56_B	atoll	56	B	OPP	Core destroyed	220	parent	8	4	7	36	-1	-1	159	14	0.0881	2.516	4	0	17,27,7,36	220	1	2,14
atoll_s57_A	atoll	57	A	OPP	Core destroyed	443	parent	8	6	8	65	-1	-1	111	6	0.0541	5.405	6	0	12,8,65,37,51,46	443	0	14,2
atoll_s57_B	atoll	57	B	OPP	Core destroyed	190	parent	8	5	7	32	-1	-1	42	9	0.2143	11.905	5	0	15,32,9,22,7	190	1	2,14
drakkarfjord_s55_A	drakkarfjord	55	A	US	Titanium collected (tiebreak)	1000	parent	8	8	10	408	-1	408	229	0	0.0	3.493	7	1	10,11,31,408,33,43,36,40	1000	0	26,4
drakkarfjord_s55_B	drakkarfjord	55	B	OPP	Titanium collected (tiebreak)	1000	parent	8	5	10	874	-1	-1	231	42	0.1818	2.165	4	1	874,795,14,11,10	1000	1	2,24
drakkarfjord_s56_A	drakkarfjord	56	A	US	Core destroyed	333	parent	8	8	10	37	42	37	292	128	0.4384	2.74	7	1	10,11,37,18,33,22,30,26	333	0	26,4
drakkarfjord_s56_B	drakkarfjord	56	B	US	Core destroyed	163	parent	8	8	10	46	46	46	155	0	0.0	5.161	7	1	40,36,46,33,21,14,11,10	163	1	2,24
drakkarfjord_s57_A	drakkarfjord	57	A	OPP	Core destroyed	386	parent	8	7	10	44	-1	-1	299	34	0.1137	2.341	6	1	10,11,30,32,44,35,41	386	0	26,4
drakkarfjord_s57_B	drakkarfjord	57	B	OPP	Core destroyed	325	parent	8	4	10	45	-1	-1	74	0	0.0	5.405	3	1	45,14,11,10	325	1	2,24
glacierkeep_s55_A	glacierkeep	55	A	US	Core destroyed	133	parent	8	8	9	44	44	44	127	97	0.7638	6.299	8	0	36,40,21,44,17,10,14,9	133	0	14,26
glacierkeep_s55_B	glacierkeep	55	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	44	36	134	57	0.4254	5.97	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
glacierkeep_s56_A	glacierkeep	56	A	US	Core destroyed	229	parent	8	8	9	55	55	55	223	82	0.3677	3.587	8	0	50,52,21,55,17,10,14,9	229	0	14,26
glacierkeep_s56_B	glacierkeep	56	B	OPP	Core destroyed	489	parent	8	8	9	36	56	36	483	61	0.1263	1.656	8	0	36,32,14,29,9,25,10,22	489	1	14,2
glacierkeep_s57_A	glacierkeep	57	A	OPP	Core destroyed	816	parent	8	8	9	57	57	57	198	160	0.8081	4.04	8	0	57,53,23,50,19,10,14,9	816	0	14,26
glacierkeep_s57_B	glacierkeep	57	B	US	Core destroyed	209	parent	8	8	9	36	59	36	203	172	0.8473	3.941	8	0	36,32,14,29,9,25,10,22	209	1	14,2
midgard_s55_A	midgard	55	A	US	Core destroyed	311	parent	8	6	51	80	-1	-1	267	262	0.9813	2.247	6	0	51,80,55,59,66,62	311	0	26,26
midgard_s55_B	midgard	55	B	OPP	Core destroyed	627	parent	8	6	61	97	-1	-1	212	117	0.5519	2.83	5	1	66,61,68,64,97,84	627	1	2,2
midgard_s56_A	midgard	56	A	US	Core destroyed	187	parent	8	7	56	88	-1	-1	141	138	0.9787	4.965	5	2	56,81,60,88,65,57,62	187	0	26,26
midgard_s56_B	midgard	56	B	OPP	Core destroyed	243	parent	8	5	59	93	-1	-1	196	192	0.9796	2.551	4	1	62,59,64,67,93	243	1	2,2
midgard_s57_A	midgard	57	A	OPP	Core destroyed	453	parent	8	7	54	112	-1	-1	407	401	0.9853	1.72	5	2	54,89,60,112,64,76,68	453	0	26,26
midgard_s57_B	midgard	57	B	OPP	Core destroyed	545	parent	8	6	56	97	-1	-1	96	48	0.5	6.25	6	0	63,64,60,56,97,76	545	1	2,2
nordkap_s55_A	nordkap	55	A	OPP	Titanium collected (tiebreak)	1000	parent	8	7	5	101	-1	-1	998	524	0.5251	0.701	7	0	101,76,42,79,18,6,5	1000	0	9,18
nordkap_s55_B	nordkap	55	B	US	Core destroyed	182	parent	8	8	5	84	93	84	180	165	0.9167	4.444	7	1	36,28,39,26,5,84,6,19	182	1	9,6
nordkap_s56_A	nordkap	56	A	US	Core destroyed	914	parent	8	7	5	773	-1	-1	912	901	0.9879	0.768	5	2	22,773,19,76,6,99,5	914	0	9,18
nordkap_s56_B	nordkap	56	B	US	Core destroyed	124	parent	8	8	5	64	64	64	122	108	0.8852	6.557	6	2	37,35,35,23,5,64,8,9	124	1	9,6
nordkap_s57_A	nordkap	57	A	OPP	Core destroyed	147	parent	8	5	5	40	-1	-1	106	53	0.5	4.717	5	0	31,37,40,6,5	147	0	9,18
nordkap_s57_B	nordkap	57	B	US	Core destroyed	418	parent	8	8	5	237	-1	237	350	149	0.4257	2.286	7	1	31,24,237,93,5,163,6,29	418	1	9,6
yulerune_s55_A	yulerune	55	A	US	Core destroyed	404	parent	8	7	37	87	-1	-1	379	372	0.9815	1.847	6	1	38,87,44,37,46,40,48	404	0	16,9
yulerune_s55_B	yulerune	55	B	OPP	Core destroyed	276	parent	8	6	30	63	-1	-1	124	85	0.6855	4.839	6	0	47,42,39,63,37,30	276	1	2,9
yulerune_s56_A	yulerune	56	A	OPP	Core destroyed	313	parent	8	7	34	73	-1	-1	288	278	0.9653	2.431	6	1	34,73,44,46,49,51,52	313	0	16,9
yulerune_s56_B	yulerune	56	B	US	Core destroyed	317	parent	8	6	35	52	-1	-1	292	78	0.2671	2.055	6	0	48,43,52,44,35,38	317	1	2,9
yulerune_s57_A	yulerune	57	A	OPP	Core destroyed	989	parent	8	6	28	63	-1	-1	967	959	0.9917	0.62	6	0	63,37,28,44,52,47	989	0	16,9
yulerune_s57_B	yulerune	57	B	OPP	Core destroyed	353	parent	8	6	30	56	-1	-1	329	317	0.9635	1.824	5	1	36,40,56,43,48,30	353	1	2,9
atoll_s4_A	atoll	4	A	OPP	Core destroyed	603	parent	8	6	8	52	-1	-1	65	35	0.5385	9.231	6	0	10,8,38,46,52,48	603	0	14,2
atoll_s4_B	atoll	4	B	OPP	Titanium collected (tiebreak)	1000	parent	8	4	8	122	-1	-1	72	8	0.1111	5.556	4	0	122,8,9,13	1000	1	2,14
atoll_s5_A	atoll	5	A	OPP	Core destroyed	301	parent	8	5	7	42	-1	-1	76	18	0.2368	6.579	4	1	42,7,9,16,12	301	0	14,2
atoll_s5_B	atoll	5	B	US	Core destroyed	577	parent	8	7	13	474	-1	-1	326	151	0.4632	2.147	6	1	216,231,474,34,38,15,13	577	1	2,14
atoll_s6_A	atoll	6	A	US	Core destroyed	647	parent	8	7	7	366	-1	-1	440	166	0.3773	1.591	5	2	130,10,7,191,366,163,336	647	0	14,2
atoll_s6_B	atoll	6	B	OPP	Core destroyed	233	parent	8	5	8	68	-1	-1	218	36	0.1651	2.294	5	0	64,68,8,9,15	233	1	2,14
drakkarfjord_s4_A	drakkarfjord	4	A	US	Core destroyed	544	parent	8	8	10	37	42	37	536	480	0.8955	1.493	7	1	10,11,37,18,33,22,30,26	544	0	26,4
drakkarfjord_s4_B	drakkarfjord	4	B	US	Core destroyed	163	parent	8	8	10	46	46	46	155	0	0.0	5.161	7	1	40,36,46,33,21,14,11,10	163	1	2,24
drakkarfjord_s5_A	drakkarfjord	5	A	OPP	Core destroyed	907	parent	8	7	10	43	-1	-1	509	61	0.1198	1.375	6	1	10,11,31,33,43,36,40	907	0	26,4
drakkarfjord_s5_B	drakkarfjord	5	B	OPP	Core destroyed	643	parent	8	4	10	191	-1	-1	191	0	0.0	2.094	3	1	191,14,11,10	643	1	2,24
drakkarfjord_s6_A	drakkarfjord	6	A	US	Core destroyed	417	parent	8	6	10	42	-1	-1	214	23	0.1075	2.804	5	1	10,11,29,31,34,42	417	0	26,4
drakkarfjord_s6_B	drakkarfjord	6	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	68	263	68	992	409	0.4123	0.806	7	1	68,64,45,61,50,14,11,10	1000	1	2,24
glacierkeep_s4_A	glacierkeep	4	A	OPP	Core destroyed	816	parent	8	8	9	57	57	57	198	160	0.8081	4.04	8	0	57,53,23,50,19,10,14,9	816	0	14,26
glacierkeep_s4_B	glacierkeep	4	B	US	Core destroyed	325	parent	8	8	9	36	49	36	228	166	0.7281	3.509	8	0	36,32,14,29,9,25,10,22	325	1	14,2
glacierkeep_s5_A	glacierkeep	5	A	US	Core destroyed	414	parent	8	8	9	64	-1	64	395	0	0.0	2.025	7	1	45,61,18,64,17,10,14,9	414	0	14,26
glacierkeep_s5_B	glacierkeep	5	B	US	Core destroyed	289	parent	8	8	9	36	50	36	283	65	0.2297	2.827	8	0	36,32,14,29,9,25,10,22	289	1	14,2
glacierkeep_s6_A	glacierkeep	6	A	US	Core destroyed	165	parent	8	8	9	43	43	43	159	117	0.7358	5.031	8	0	36,38,21,43,17,10,14,9	165	0	14,26
glacierkeep_s6_B	glacierkeep	6	B	US	Titanium collected (tiebreak)	1000	parent	8	8	9	36	48	36	210	171	0.8143	3.81	8	0	36,32,14,29,9,25,10,22	1000	1	14,2
midgard_s4_A	midgard	4	A	OPP	Core destroyed	247	parent	8	6	54	122	-1	-1	86	47	0.5465	6.977	5	1	54,58,122,68,75,71	247	0	26,26
midgard_s4_B	midgard	4	B	OPP	Core destroyed	279	parent	8	6	58	100	-1	-1	231	231	1.0	2.597	4	2	64,60,64,58,100,81	279	1	2,2
midgard_s5_A	midgard	5	A	OPP	Core destroyed	348	parent	8	6	53	101	-1	-1	235	219	0.9319	2.553	6	0	53,57,85,89,66,101	348	0	26,26
midgard_s5_B	midgard	5	B	US	Core destroyed	271	parent	8	7	55	106	-1	-1	226	221	0.9779	3.097	5	2	60,56,61,55,106,92,92	271	1	2,2
midgard_s6_A	midgard	6	A	OPP	Core destroyed	779	parent	8	7	53	103	-1	-1	733	679	0.9263	0.955	5	2	53,85,57,103,62,72,65	779	0	26,26
midgard_s6_B	midgard	6	B	US	Core destroyed	685	parent	8	7	55	124	-1	-1	640	637	0.9953	1.094	6	1	63,67,60,124,55,82,96	685	1	2,2
nordkap_s4_A	nordkap	4	A	US	Core destroyed	193	parent	8	7	5	80	-1	-1	191	176	0.9215	3.665	7	0	75,77,22,80,6,10,5	193	0	9,18
nordkap_s4_B	nordkap	4	B	OPP	Harvesters (tiebreak)	1000	parent	8	7	5	29	-1	-1	998	984	0.986	0.701	6	1	26,24,29,5,15,8,9	1000	1	9,6
nordkap_s5_A	nordkap	5	A	US	Core destroyed	403	parent	8	8	5	57	158	57	369	280	0.7588	2.168	7	1	23,27,22,34,19,6,57,5	403	0	9,18
nordkap_s5_B	nordkap	5	B	US	Core destroyed	129	parent	8	8	5	75	75	75	127	105	0.8268	6.299	8	0	39,41,33,75,5,48,6,51	129	1	9,6
nordkap_s6_A	nordkap	6	A	US	Core destroyed	600	parent	8	7	5	450	-1	-1	392	136	0.3469	1.786	6	1	22,107,19,77,6,450,5	600	0	9,18
nordkap_s6_B	nordkap	6	B	US	Core destroyed	172	parent	8	8	5	74	76	74	170	156	0.9176	4.706	7	1	22,24,10,26,5,69,6,74	172	1	9,6
yulerune_s4_A	yulerune	4	A	US	Core destroyed	337	parent	8	7	36	101	-1	-1	312	306	0.9808	2.244	6	1	36,101,51,40,56,48,54	337	0	16,9
yulerune_s4_B	yulerune	4	B	OPP	Core destroyed	374	parent	8	6	41	84	-1	-1	339	232	0.6844	1.77	6	0	41,84,58,81,73,48	374	1	2,9
yulerune_s5_A	yulerune	5	A	US	Core destroyed	252	parent	8	7	32	70	-1	-1	227	219	0.9648	3.084	6	1	32,70,38,38,42,41,45	252	0	16,9
yulerune_s5_B	yulerune	5	B	US	Core destroyed	243	parent	8	7	33	56	-1	-1	216	216	1.0	3.241	5	2	42,39,56,35,54,33,34	243	1	2,9
yulerune_s6_A	yulerune	6	A	US	Core destroyed	649	parent	8	5	36	47	-1	-1	622	616	0.9904	0.804	5	0	36,44,39,42,47	649	0	16,9
yulerune_s6_B	yulerune	6	B	OPP	Core destroyed	258	parent	8	6	37	72	-1	-1	233	81	0.3476	2.575	4	2	39,66,56,72,37,41	258	1	2,9
atoll_s58_A	atoll	58	A	US	Titanium collected (tiebreak)	1000	parent	8	7	10	353	-1	-1	652	81	0.1242	1.074	7	0	353,22,10,343,12,45,38	1000	0	14,2
atoll_s58_B	atoll	58	B	US	Core destroyed	225	parent	8	7	8	61	-1	-1	221	180	0.8145	3.167	7	0	23,50,15,39,8,9,61	225	1	2,14
atoll_s59_A	atoll	59	A	OPP	Core destroyed	640	parent	8	6	8	51	-1	-1	564	145	0.2571	1.064	6	0	10,8,34,38,51,44	640	0	14,2
atoll_s59_B	atoll	59	B	US	Core destroyed	196	parent	8	7	8	65	-1	-1	192	151	0.7865	3.646	7	0	23,41,15,35,8,9,65	196	1	2,14
atoll_s60_A	atoll	60	A	US	Core destroyed	160	parent	8	4	8	81	-1	-1	76	4	0.0526	5.263	2	2	81,77,8,9	160	0	14,2
atoll_s60_B	atoll	60	B	OPP	Core destroyed	981	parent	8	5	8	528	-1	-1	187	67	0.3583	2.674	4	1	528,10,8,16,80	981	1	2,14
drakkarfjord_s58_A	drakkarfjord	58	A	OPP	Core destroyed	206	parent	8	7	10	37	-1	-1	92	0	0.0	7.609	6	1	10,11,25,27,37,30,34	206	0	26,4
drakkarfjord_s58_B	drakkarfjord	58	B	OPP	Core destroyed	562	parent	8	4	10	45	-1	-1	71	0	0.0	5.634	3	1	45,14,11,10	562	1	2,24
drakkarfjord_s59_A	drakkarfjord	59	A	US	Core destroyed	831	parent	8	8	10	79	131	79	209	0	0.0	3.828	7	1	10,11,31,79,33,44,36,41	831	0	26,4
drakkarfjord_s59_B	drakkarfjord	59	B	US	Titanium collected (tiebreak)	1000	parent	8	8	10	46	46	46	992	1	0.001	0.806	7	1	40,36,46,33,21,14,11,10	1000	1	2,24
drakkarfjord_s60_A	drakkarfjord	60	A	US	Core destroyed	173	parent	8	8	10	65	75	65	165	0	0.0	4.848	7	1	10,11,25,65,27,37,30,34	173	0	26,4
drakkarfjord_s60_B	drakkarfjord	60	B	US	Core destroyed	143	parent	8	8	10	48	48	48	135	0	0.0	5.926	7	1	40,36,48,33,21,14,11,10	143	1	2,24
glacierkeep_s58_A	glacierkeep	58	A	US	Core destroyed	261	parent	8	8	9	40	40	40	255	226	0.8863	3.137	8	0	35,37,21,40,17,10,14,9	261	0	14,26
glacierkeep_s58_B	glacierkeep	58	B	US	Core destroyed	185	parent	8	8	9	36	60	36	179	148	0.8268	4.469	8	0	36,32,14,29,9,25,10,22	185	1	14,2
glacierkeep_s59_A	glacierkeep	59	A	US	Core destroyed	261	parent	8	8	10	49	49	49	255	75	0.2941	3.137	8	0	44,46,30,49,18,11,15,10	261	0	14,26
glacierkeep_s59_B	glacierkeep	59	B	US	Core destroyed	157	parent	8	8	9	36	49	36	151	45	0.298	5.298	8	0	36,32,14,29,9,25,10,22	157	1	14,2
glacierkeep_s60_A	glacierkeep	60	A	US	Titanium collected (tiebreak)	1000	parent	8	8	9	64	75	64	258	160	0.6202	3.101	7	1	51,61,18,64,17,10,14,9	1000	0	14,26
glacierkeep_s60_B	glacierkeep	60	B	US	Core destroyed	173	parent	8	8	9	45	53	45	151	114	0.755	5.298	8	0	33,35,20,38,9,42,10,45	173	1	14,2
midgard_s58_A	midgard	58	A	OPP	Core destroyed	312	parent	8	7	58	125	-1	-1	174	156	0.8966	4.023	5	2	58,108,67,125,73,64,68	312	0	26,26
midgard_s58_B	midgard	58	B	US	Core destroyed	201	parent	8	6	52	95	-1	-1	156	148	0.9487	3.846	5	1	65,61,62,95,57,52	201	1	2,2
midgard_s59_A	midgard	59	A	OPP	Core destroyed	243	parent	8	6	50	112	-1	-1	120	38	0.3167	5.0	6	0	64,63,112,59,50,56	243	0	26,26
midgard_s59_B	midgard	59	B	OPP	Core destroyed	373	parent	8	6	53	108	-1	-1	65	56	0.8615	9.231	6	0	60,56,63,57,108,53	373	1	2,2
midgard_s60_A	midgard	60	A	US	Core destroyed	331	parent	8	6	51	80	-1	-1	287	263	0.9164	2.091	6	0	51,80,55,59,66,62	331	0	26,26
midgard_s60_B	midgard	60	B	OPP	Core destroyed	165	parent	8	7	54	113	-1	-1	119	115	0.9664	5.882	5	2	74,82,72,113,63,107,54	165	1	2,2
nordkap_s58_A	nordkap	58	A	US	Core destroyed	328	parent	8	8	5	77	-1	77	161	91	0.5652	4.969	8	0	72,74,14,77,66,6,10,5	328	0	9,18
nordkap_s58_B	nordkap	58	B	US	Core destroyed	169	parent	8	8	5	64	64	64	167	151	0.9042	4.79	7	1	59,64,10,27,5,43,19,20	169	1	9,6
nordkap_s59_A	nordkap	59	A	US	Core destroyed	671	parent	8	8	4	103	103	103	413	138	0.3341	1.937	6	2	23,19,31,8,85,7,103,4	671	0	9,18
nordkap_s59_B	nordkap	59	B	US	Core destroyed	488	parent	8	8	5	37	37	37	380	265	0.6974	2.105	7	1	32,30,37,21,5,15,8,9	488	1	9,6
nordkap_s60_A	nordkap	60	A	US	Core destroyed	160	parent	8	8	5	65	65	65	158	134	0.8481	5.063	8	0	35,41,22,44,65,6,10,5	160	0	9,18
nordkap_s60_B	nordkap	60	B	OPP	Core destroyed	575	parent	8	7	4	34	-1	-1	260	165	0.6346	2.692	6	1	13,15,5,20,4,34,26	575	1	9,6
yulerune_s58_A	yulerune	58	A	US	Core destroyed	581	parent	8	5	29	48	-1	-1	559	356	0.6369	0.894	5	0	31,38,29,48,44	581	0	16,9
yulerune_s58_B	yulerune	58	B	OPP	Core destroyed	249	parent	8	7	33	105	-1	-1	224	222	0.9911	3.125	5	2	55,36,105,33,65,44,34	249	1	2,9
yulerune_s59_A	yulerune	59	A	US	Core destroyed	188	parent	8	6	40	54	-1	-1	161	156	0.9689	3.727	5	1	40,44,40,51,50,54	188	0	16,9
yulerune_s59_B	yulerune	59	B	OPP	Core destroyed	250	parent	8	5	35	54	-1	-1	68	49	0.7206	7.353	3	2	48,54,36,35,40	250	1	2,9
yulerune_s60_A	yulerune	60	A	US	Core destroyed	185	parent	8	6	36	47	-1	-1	158	153	0.9684	3.797	6	0	36,42,40,44,46,47	185	0	16,9
yulerune_s60_B	yulerune	60	B	OPP	Titanium collected (tiebreak)	1000	parent	8	7	32	228	-1	-1	975	965	0.9897	0.718	6	1	44,47,67,44,228,38,32	1000	1	2,9
atoll_s61_A	atoll	61	A	OPP	Core destroyed	329	parent	8	2	7	10	-1	-1	65	9	0.1385	3.077	1	1	10,7	329	0	14,2
atoll_s61_B	atoll	61	B	OPP	Core destroyed	266	parent	8	5	8	59	-1	-1	262	90	0.3435	1.908	5	0	10,38,8,59,30	266	1	2,14
atoll_s62_A	atoll	62	A	US	Core destroyed	533	parent	8	6	8	113	-1	-1	504	0	0.0	1.19	5	1	10,8,113,109,79,86	533	0	14,2
atoll_s62_B	atoll	62	B	OPP	Core destroyed	244	parent	8	3	59	69	-1	-1	113	1	0.0088	2.655	3	0	69,59,61	244	1	2,14
atoll_s63_A	atoll	63	A	US	Core destroyed	603	parent	8	5	7	23	-1	-1	187	15	0.0802	2.674	5	0	7,8,13,23,21	603	0	14,2
atoll_s63_B	atoll	63	B	OPP	Core destroyed	186	parent	8	5	8	35	-1	-1	118	51	0.4322	4.237	4	1	20,35,12,32,8	186	1	2,14
drakkarfjord_s61_A	drakkarfjord	61	A	OPP	Core destroyed	673	parent	8	2	10	11	-1	-1	105	0	0.0	1.905	1	1	10,11	673	0	26,4
drakkarfjord_s61_B	drakkarfjord	61	B	US	Core destroyed	123	parent	8	8	10	46	46	46	115	0	0.0	6.957	7	1	40,36,46,33,21,14,11,10	123	1	2,24
drakkarfjord_s62_A	drakkarfjord	62	A	US	Core destroyed	544	parent	8	8	10	37	42	37	536	480	0.8955	1.493	7	1	10,11,37,18,33,22,30,26	544	0	26,4
drakkarfjord_s62_B	drakkarfjord	62	B	US	Core destroyed	137	parent	8	8	10	46	46	46	129	0	0.0	6.202	7	1	40,36,46,33,21,14,11,10	137	1	2,24
drakkarfjord_s63_A	drakkarfjord	63	A	OPP	Core destroyed	287	parent	8	8	10	71	-1	71	74	12	0.1622	10.811	7	1	10,11,31,71,33,43,36,40	287	0	26,4
drakkarfjord_s63_B	drakkarfjord	63	B	OPP	Core destroyed	562	parent	8	4	10	45	-1	-1	71	0	0.0	5.634	3	1	45,14,11,10	562	1	2,24
glacierkeep_s61_A	glacierkeep	61	A	US	Core destroyed	190	parent	8	8	10	70	70	70	164	1	0.0061	4.878	8	0	52,56,48,59,70,11,15,10	190	0	14,26
glacierkeep_s61_B	glacierkeep	61	B	OPP	Core destroyed	453	parent	8	8	9	44	54	44	114	62	0.5439	7.018	8	0	33,35,20,38,9,42,10,44	453	1	14,2
glacierkeep_s62_A	glacierkeep	62	A	OPP	Core destroyed	772	parent	8	8	9	63	63	63	154	70	0.4545	5.195	8	0	63,59,28,56,17,10,14,9	772	0	14,26
glacierkeep_s62_B	glacierkeep	62	B	US	Core destroyed	437	parent	8	8	9	36	36	36	343	191	0.5569	2.332	8	0	36,32,14,29,9,25,10,22	437	1	14,2
glacierkeep_s63_A	glacierkeep	63	A	US	Core destroyed	125	parent	8	8	9	44	44	44	119	56	0.4706	6.723	8	0	36,40,21,44,17,10,14,9	125	0	14,26
glacierkeep_s63_B	glacierkeep	63	B	US	Core destroyed	333	parent	8	8	8	32	46	32	327	87	0.2661	2.446	6	2	32,25,9,22,8,18,11,12	333	1	14,2
midgard_s61_A	midgard	61	A	US	Core destroyed	254	parent	8	6	51	99	-1	-1	210	116	0.5524	2.857	6	0	51,99,59,65,72,68	254	0	26,26
midgard_s61_B	midgard	61	B	US	Core destroyed	227	parent	8	6	55	80	-1	-1	182	176	0.967	3.297	6	0	62,66,59,55,80,70	227	1	2,2
midgard_s62_A	midgard	62	A	US	Core destroyed	314	parent	8	6	55	110	-1	-1	266	153	0.5752	2.256	6	0	55,59,110,65,72,68	314	0	26,26
midgard_s62_B	midgard	62	B	US	Core destroyed	177	parent	8	6	59	91	-1	-1	130	125	0.9615	4.615	6	0	72,77,69,59,91,72	177	1	2,2
midgard_s63_A	midgard	63	A	US	Core destroyed	257	parent	8	6	53	111	-1	-1	211	207	0.981	2.844	5	1	53,111,62,89,93,87	257	0	26,26
midgard_s63_B	midgard	63	B	OPP	Core destroyed	486	parent	8	6	54	84	-1	-1	440	439	0.9977	1.364	3	3	61,54,63,66,84,82	486	1	2,2
nordkap_s61_A	nordkap	61	A	US	Core destroyed	377	parent	8	8	5	350	-1	350	299	141	0.4716	2.676	8	0	27,29,19,32,350,5,15,6	377	0	9,18
nordkap_s61_B	nordkap	61	B	US	Core destroyed	210	parent	8	7	4	108	-1	-1	208	187	0.899	3.365	6	1	108,39,5,47,4,8,39	210	1	9,6
nordkap_s62_A	nordkap	62	A	OPP	Core destroyed	180	parent	8	5	5	22	-1	-1	85	67	0.7882	5.882	5	0	22,18,5,15,6	180	0	9,18
nordkap_s62_B	nordkap	62	B	US	Core destroyed	199	parent	8	7	5	56	-1	-1	197	183	0.9289	3.553	7	0	18,20,12,56,5,8,28	199	1	9,6
nordkap_s63_A	nordkap	63	A	OPP	Core destroyed	670	parent	8	7	5	28	-1	-1	179	57	0.3184	3.911	7	0	21,25,18,28,17,6,5	670	0	9,18
nordkap_s63_B	nordkap	63	B	US	Core destroyed	196	parent	8	8	5	53	53	53	194	122	0.6289	4.124	8	0	16,18,10,21,5,53,6,27	196	1	9,6
yulerune_s61_A	yulerune	61	A	US	Titanium collected (tiebreak)	1000	parent	8	6	32	49	-1	-1	975	967	0.9918	0.615	6	0	32,46,39,49,42,46	1000	0	16,9
yulerune_s61_B	yulerune	61	B	OPP	Core destroyed	196	parent	8	7	38	100	-1	-1	171	158	0.924	4.094	6	1	47,51,44,48,100,44,38	196	1	2,9
yulerune_s62_A	yulerune	62	A	OPP	Core destroyed	342	parent	8	5	34	48	-1	-1	317	307	0.9685	1.577	5	0	34,44,41,44,48	342	0	16,9
yulerune_s62_B	yulerune	62	B	OPP	Core destroyed	229	parent	8	7	36	86	-1	-1	108	60	0.5556	6.481	5	2	48,52,86,43,84,36,40	229	1	2,9
yulerune_s63_A	yulerune	63	A	US	Core destroyed	197	parent	8	6	36	60	-1	-1	173	167	0.9653	3.468	6	0	36,42,60,50,57,53	197	0	16,9
yulerune_s63_B	yulerune	63	B	US	Core destroyed	161	parent	8	6	34	53	-1	-1	136	81	0.5956	4.412	6	0	35,40,53,36,34,42	161	1	2,9
atoll_s64_A	atoll	64	A	OPP	Core destroyed	990	parent	8	5	8	88	-1	-1	72	3	0.0417	6.944	4	1	8,9,84,88,87	990	0	14,2
atoll_s64_B	atoll	64	B	OPP	Core destroyed	304	parent	8	7	10	63	-1	-1	128	13	0.1016	5.469	5	2	27,63,15,46,14,10,11	304	1	2,14
atoll_s65_A	atoll	65	A	US	Core destroyed	158	parent	8	6	8	63	-1	-1	154	24	0.1558	3.896	6	0	10,8,48,63,43,60	158	0	14,2
atoll_s65_B	atoll	65	B	US	Core destroyed	670	parent	8	6	7	154	-1	-1	372	130	0.3495	1.613	5	1	154,11,53,7,33,45	670	1	2,14
atoll_s66_A	atoll	66	A	US	Core destroyed	394	parent	8	6	10	78	-1	-1	390	192	0.4923	1.538	6	0	15,10,78,54,65,57	394	0	14,2
atoll_s66_B	atoll	66	B	OPP	Core destroyed	220	parent	8	7	7	75	-1	-1	80	44	0.55	8.75	7	0	43,75,11,46,7,30,38	220	1	2,14
drakkarfjord_s64_A	drakkarfjord	64	A	OPP	Core destroyed	188	parent	8	8	10	58	-1	58	113	0	0.0	7.08	7	1	10,11,25,58,27,37,30,34	188	0	26,4
