file	match	game	opp	oppver	ourver	map	maphash	trig	rounds	our_team	n_parked_bots	max_park_len	first_park_round	total_parked_bot_rounds	total_raider_rounds	total_bot_rounds
4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc_game_2.replay26	4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc	2	Powered by SmartFridge	35	66	?	b3b93b33a3	unrated	216	0	0	0	-1	0	21	1083
4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc_game_3.replay26	4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc	3	Powered by SmartFridge	35	66	?	0c59455b91	unrated	148	0	0	0	-1	0	0	730
4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc_game_4.replay26	4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc	4	Powered by SmartFridge	35	66	?	925f7a4755	unrated	278	0	0	0	-1	0	0	1380
4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc_game_5.replay26	4fae8fc9-551e-4fd9-9fd4-8d2da707cbcc	5	Powered by SmartFridge	35	66	?	988930b0ce	unrated	336	0	0	0	-1	0	100	1923
03af6569-bb1e-4d66-8bbb-d89aa0c2d263_game_1.replay26	03af6569-bb1e-4d66-8bbb-d89aa0c2d263	1	Team 48	16	67	jackpot	29fc6e6fa5	ladder	117	1	0	0	-1	0	0	575
03af6569-bb1e-4d66-8bbb-d89aa0c2d263_game_2.replay26	03af6569-bb1e-4d66-8bbb-d89aa0c2d263	2	Team 48	16	67	atoll	8cbf96e7b4	ladder	277	1	0	0	-1	0	0	1375
03af6569-bb1e-4d66-8bbb-d89aa0c2d263_game_3.replay26	03af6569-bb1e-4d66-8bbb-d89aa0c2d263	3	Team 48	16	67	lighthouse	00349f3ee5	ladder	85	1	0	0	-1	0	0	415
03af6569-bb1e-4d66-8bbb-d89aa0c2d263_game_4.replay26	03af6569-bb1e-4d66-8bbb-d89aa0c2d263	4	Team 48	16	67	heart	d0f31b58fa	ladder	105	1	0	0	-1	0	0	515
03af6569-bb1e-4d66-8bbb-d89aa0c2d263_game_5.replay26	03af6569-bb1e-4d66-8bbb-d89aa0c2d263	5	Team 48	16	67	saga	988930b0ce	ladder	101	1	0	0	-1	0	0	495
b7c0ea11-691d-45db-9117-37a185c63547_game_1.replay26	b7c0ea11-691d-45db-9117-37a185c63547	1	Powered by SmartFridge	34	67	?	d0f31b58fa	unrated	496	1	0	0	-1	0	0	1519
b7c0ea11-691d-45db-9117-37a185c63547_game_2.replay26	b7c0ea11-691d-45db-9117-37a185c63547	2	Powered by SmartFridge	34	67	?	f0ab8b0a38	unrated	245	1	0	0	-1	0	0	1214
b7c0ea11-691d-45db-9117-37a185c63547_game_3.replay26	b7c0ea11-691d-45db-9117-37a185c63547	3	Powered by SmartFridge	34	67	?	d045777fb4	unrated	70	1	0	0	-1	0	0	273
b7c0ea11-691d-45db-9117-37a185c63547_game_4.replay26	b7c0ea11-691d-45db-9117-37a185c63547	4	Powered by SmartFridge	34	67	?	676dc6f812	unrated	439	1	0	0	-1	0	0	1871
b7c0ea11-691d-45db-9117-37a185c63547_game_5.replay26	b7c0ea11-691d-45db-9117-37a185c63547	5	Powered by SmartFridge	34	67	?	00349f3ee5	unrated	65	1	0	0	-1	0	0	295
28c962a9-4d9a-42ae-84c2-392ca73f2ef6_game_1.replay26	28c962a9-4d9a-42ae-84c2-392ca73f2ef6	1	Lorem Ipsum	14	67	?	0c59455b91	unrated	147	1	0	0	-1	0	23	725
28c962a9-4d9a-42ae-84c2-392ca73f2ef6_game_2.replay26	28c962a9-4d9a-42ae-84c2-392ca73f2ef6	2	Lorem Ipsum	14	67	?	00349f3ee5	unrated	127	1	0	0	-1	0	96	595
28c962a9-4d9a-42ae-84c2-392ca73f2ef6_game_3.replay26	28c962a9-4d9a-42ae-84c2-392ca73f2ef6	3	Lorem Ipsum	14	67	?	d0f31b58fa	unrated	257	1	0	0	-1	0	48	1275
28c962a9-4d9a-42ae-84c2-392ca73f2ef6_game_4.replay26	28c962a9-4d9a-42ae-84c2-392ca73f2ef6	4	Lorem Ipsum	14	67	?	d045777fb4	unrated	84	1	0	0	-1	0	0	396
28c962a9-4d9a-42ae-84c2-392ca73f2ef6_game_5.replay26	28c962a9-4d9a-42ae-84c2-392ca73f2ef6	5	Lorem Ipsum	14	67	?	676dc6f812	unrated	221	1	0	0	-1	0	0	656
e71e0b65-2dea-454b-9c91-08386ca03cb5_game_1.replay26	e71e0b65-2dea-454b-9c91-08386ca03cb5	1	team lazy	94	67	?	00349f3ee5	unrated	152	0	0	0	-1	0	0	652
e71e0b65-2dea-454b-9c91-08386ca03cb5_game_2.replay26	e71e0b65-2dea-454b-9c91-08386ca03cb5	2	team lazy	94	67	?	676dc6f812	unrated	62	0	0	0	-1	0	0	199
e71e0b65-2dea-454b-9c91-08386ca03cb5_game_3.replay26	e71e0b65-2dea-454b-9c91-08386ca03cb5	3	team lazy	94	67	?	65714cc548	unrated	128	0	0	0	-1	0	0	522
e71e0b65-2dea-454b-9c91-08386ca03cb5_game_4.replay26	e71e0b65-2dea-454b-9c91-08386ca03cb5	4	team lazy	94	67	?	93f8deafba	unrated	623	0	0	0	-1	0	683	2062
e71e0b65-2dea-454b-9c91-08386ca03cb5_game_5.replay26	e71e0b65-2dea-454b-9c91-08386ca03cb5	5	team lazy	94	67	?	925f7a4755	unrated	545	0	0	0	-1	0	12	2410
b92d7da8-9893-47c7-b6e8-751e214ea8e9_game_1.replay26	b92d7da8-9893-47c7-b6e8-751e214ea8e9	1	sporks	2	67	?	00349f3ee5	unrated	1000	1	0	0	-1	0	0	2155
b92d7da8-9893-47c7-b6e8-751e214ea8e9_game_2.replay26	b92d7da8-9893-47c7-b6e8-751e214ea8e9	2	sporks	2	67	?	d0f31b58fa	unrated	442	1	0	0	-1	0	24	1247
b92d7da8-9893-47c7-b6e8-751e214ea8e9_game_3.replay26	b92d7da8-9893-47c7-b6e8-751e214ea8e9	3	sporks	2	67	?	29fc6e6fa5	unrated	1000	1	0	0	-1	0	0	3549
b92d7da8-9893-47c7-b6e8-751e214ea8e9_game_4.replay26	b92d7da8-9893-47c7-b6e8-751e214ea8e9	4	sporks	2	67	?	0c59455b91	unrated	379	1	0	0	-1	0	0	2161
b92d7da8-9893-47c7-b6e8-751e214ea8e9_game_5.replay26	b92d7da8-9893-47c7-b6e8-751e214ea8e9	5	sporks	2	67	?	65714cc548	unrated	204	1	1	140	64	140	171	784
9d1c1f0b-63ef-4ecd-adda-315347491174_game_1.replay26	9d1c1f0b-63ef-4ecd-adda-315347491174	1	Powered by SmartFridge	34	66	?	925f7a4755	unrated	191	1	0	0	-1	0	11	945
9d1c1f0b-63ef-4ecd-adda-315347491174_game_2.replay26	9d1c1f0b-63ef-4ecd-adda-315347491174	2	Powered by SmartFridge	34	66	?	0c59455b91	unrated	300	1	0	0	-1	0	0	1384
9d1c1f0b-63ef-4ecd-adda-315347491174_game_3.replay26	9d1c1f0b-63ef-4ecd-adda-315347491174	3	Powered by SmartFridge	34	66	?	988930b0ce	unrated	222	1	0	0	-1	0	0	1100
9d1c1f0b-63ef-4ecd-adda-315347491174_game_4.replay26	9d1c1f0b-63ef-4ecd-adda-315347491174	4	Powered by SmartFridge	34	66	?	e150ec12c3	unrated	112	1	0	0	-1	0	16	283
9d1c1f0b-63ef-4ecd-adda-315347491174_game_5.replay26	9d1c1f0b-63ef-4ecd-adda-315347491174	5	Powered by SmartFridge	34	66	?	b3b93b33a3	unrated	201	1	0	0	-1	0	0	803
cfa2921c-19d6-4dc1-9b06-37d103d2ad72_game_1.replay26	cfa2921c-19d6-4dc1-9b06-37d103d2ad72	1	Powered by SmartFridge	30	67	?	f0ab8b0a38	unrated	69	1	0	0	-1	0	0	298
cfa2921c-19d6-4dc1-9b06-37d103d2ad72_game_2.replay26	cfa2921c-19d6-4dc1-9b06-37d103d2ad72	2	Powered by SmartFridge	30	67	?	d0f31b58fa	unrated	1000	1	0	0	-1	0	8	6924
cfa2921c-19d6-4dc1-9b06-37d103d2ad72_game_3.replay26	cfa2921c-19d6-4dc1-9b06-37d103d2ad72	3	Powered by SmartFridge	30	67	?	925f7a4755	unrated	278	1	0	0	-1	0	0	1214
cfa2921c-19d6-4dc1-9b06-37d103d2ad72_game_4.replay26	cfa2921c-19d6-4dc1-9b06-37d103d2ad72	4	Powered by SmartFridge	30	67	?	32e660f402	unrated	148	1	0	0	-1	0	50	537
cfa2921c-19d6-4dc1-9b06-37d103d2ad72_game_5.replay26	cfa2921c-19d6-4dc1-9b06-37d103d2ad72	5	Powered by SmartFridge	30	67	?	29fc6e6fa5	unrated	952	1	0	0	-1	0	0	2362
565e223f-41ea-44bd-a843-1f4d55627c7a_game_1.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	1	Askar City	73	66	saga	988930b0ce	ladder	91	1	0	0	-1	0	0	445
565e223f-41ea-44bd-a843-1f4d55627c7a_game_2.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	2	Askar City	73	66	nordkap	676dc6f812	ladder	113	1	0	0	-1	0	0	555
565e223f-41ea-44bd-a843-1f4d55627c7a_game_3.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	3	Askar City	73	66	archipelago	f0ab8b0a38	ladder	69	1	0	0	-1	0	12	335
565e223f-41ea-44bd-a843-1f4d55627c7a_game_4.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	4	Askar City	73	66	drumlin	d045777fb4	ladder	100	1	0	0	-1	0	0	468
565e223f-41ea-44bd-a843-1f4d55627c7a_game_5.replay26	565e223f-41ea-44bd-a843-1f4d55627c7a	5	Askar City	73	66	heart	d0f31b58fa	ladder	144	1	0	0	-1	0	0	710
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_1.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	1	Powerpuff Girls	23	67	jackpot	29fc6e6fa5	ladder	1000	0	0	0	-1	0	0	6692
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_2.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	2	Powerpuff Girls	23	67	saga	988930b0ce	ladder	519	0	0	0	-1	0	0	3286
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_3.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	3	Powerpuff Girls	23	67	drumlin	d045777fb4	ladder	1000	0	0	0	-1	0	0	3195
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_4.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	4	Powerpuff Girls	23	67	antler	e150ec12c3	ladder	150	0	0	0	-1	0	153	740
92d2e09a-819b-4c5a-ac45-b9d1e0aec04d_game_5.replay26	92d2e09a-819b-4c5a-ac45-b9d1e0aec04d	5	Powerpuff Girls	23	67	atoll	8cbf96e7b4	ladder	1000	0	1	149	513	149	376	8979
79570d34-bdd3-46d7-9a0c-2f31a9391034_game_1.replay26	79570d34-bdd3-46d7-9a0c-2f31a9391034	1	Powered by SmartFridge	34	67	?	988930b0ce	unrated	127	0	0	0	-1	0	0	625
79570d34-bdd3-46d7-9a0c-2f31a9391034_game_2.replay26	79570d34-bdd3-46d7-9a0c-2f31a9391034	2	Powered by SmartFridge	34	67	?	8cbf96e7b4	unrated	1000	0	0	0	-1	0	0	6739
79570d34-bdd3-46d7-9a0c-2f31a9391034_game_3.replay26	79570d34-bdd3-46d7-9a0c-2f31a9391034	3	Powered by SmartFridge	34	67	?	29fc6e6fa5	unrated	310	0	0	0	-1	0	0	949
79570d34-bdd3-46d7-9a0c-2f31a9391034_game_4.replay26	79570d34-bdd3-46d7-9a0c-2f31a9391034	4	Powered by SmartFridge	34	67	?	93f8deafba	unrated	222	0	1	128	94	128	261	656
79570d34-bdd3-46d7-9a0c-2f31a9391034_game_5.replay26	79570d34-bdd3-46d7-9a0c-2f31a9391034	5	Powered by SmartFridge	34	67	?	e150ec12c3	unrated	562	0	0	0	-1	0	21	1922
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_1.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	1	Powerpuff Girls	18	67	?	e150ec12c3	unrated	171	0	0	0	-1	0	200	845
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_2.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	2	Powerpuff Girls	18	67	?	29fc6e6fa5	unrated	259	0	0	0	-1	0	0	1341
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_3.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	3	Powerpuff Girls	18	67	?	32e660f402	unrated	219	0	0	0	-1	0	0	893
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_4.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	4	Powerpuff Girls	18	67	?	65714cc548	unrated	1000	0	2	165	185	272	2193	9504
4bad25f4-ecf5-41fe-9670-2af849a63e87_game_5.replay26	4bad25f4-ecf5-41fe-9670-2af849a63e87	5	Powerpuff Girls	18	67	?	676dc6f812	unrated	227	0	0	0	-1	0	1	892
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_1.replay26	b3656fe7-f278-41e3-8b21-53ff0b6db7b9	1	Kings College Munich	1	67	saga	988930b0ce	ladder	275	1	0	0	-1	0	0	972
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_2.replay26	b3656fe7-f278-41e3-8b21-53ff0b6db7b9	2	Kings College Munich	1	67	jackpot	29fc6e6fa5	ladder	1000	1	0	0	-1	0	0	5060
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_3.replay26	b3656fe7-f278-41e3-8b21-53ff0b6db7b9	3	Kings College Munich	1	67	fjordgate	93f8deafba	ladder	455	1	0	0	-1	0	13	925
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_4.replay26	b3656fe7-f278-41e3-8b21-53ff0b6db7b9	4	Kings College Munich	1	67	nordkap	676dc6f812	ladder	124	1	0	0	-1	0	0	568
b3656fe7-f278-41e3-8b21-53ff0b6db7b9_game_5.replay26	b3656fe7-f278-41e3-8b21-53ff0b6db7b9	5	Kings College Munich	1	67	archipelago	f0ab8b0a38	ladder	157	1	0	0	-1	0	0	943
ba007b91-831d-4d39-86a9-e275241adb71_game_1.replay26	ba007b91-831d-4d39-86a9-e275241adb71	1	OopsGotYourElo	21	67	nordkap	676dc6f812	ladder	1000	1	0	0	-1	0	980	9690
ba007b91-831d-4d39-86a9-e275241adb71_game_2.replay26	ba007b91-831d-4d39-86a9-e275241adb71	2	OopsGotYourElo	21	67	jackpot	29fc6e6fa5	ladder	82	1	0	0	-1	0	4	400
ba007b91-831d-4d39-86a9-e275241adb71_game_3.replay26	ba007b91-831d-4d39-86a9-e275241adb71	3	OopsGotYourElo	21	67	drumlin	d045777fb4	ladder	405	1	0	0	-1	0	6	2113
ba007b91-831d-4d39-86a9-e275241adb71_game_4.replay26	ba007b91-831d-4d39-86a9-e275241adb71	4	OopsGotYourElo	21	67	atoll	8cbf96e7b4	ladder	279	1	0	0	-1	0	15	1232
ba007b91-831d-4d39-86a9-e275241adb71_game_5.replay26	ba007b91-831d-4d39-86a9-e275241adb71	5	OopsGotYourElo	21	67	eider	32e660f402	ladder	1000	1	0	0	-1	0	429	9329
ce6ec7e2-d449-4187-beb4-9639ddd053b8_game_1.replay26	ce6ec7e2-d449-4187-beb4-9639ddd053b8	1	Powered by SmartFridge	28	67	?	d045777fb4	unrated	618	0	0	0	-1	0	0	2765
ce6ec7e2-d449-4187-beb4-9639ddd053b8_game_2.replay26	ce6ec7e2-d449-4187-beb4-9639ddd053b8	2	Powered by SmartFridge	28	67	?	0c59455b91	unrated	166	0	0	0	-1	0	0	820
ce6ec7e2-d449-4187-beb4-9639ddd053b8_game_3.replay26	ce6ec7e2-d449-4187-beb4-9639ddd053b8	3	Powered by SmartFridge	28	67	?	988930b0ce	unrated	122	0	0	0	-1	0	0	600
ce6ec7e2-d449-4187-beb4-9639ddd053b8_game_4.replay26	ce6ec7e2-d449-4187-beb4-9639ddd053b8	4	Powered by SmartFridge	28	67	?	b3b93b33a3	unrated	247	0	0	0	-1	0	0	1026
ce6ec7e2-d449-4187-beb4-9639ddd053b8_game_5.replay26	ce6ec7e2-d449-4187-beb4-9639ddd053b8	5	Powered by SmartFridge	28	67	?	00349f3ee5	unrated	363	0	0	0	-1	0	0	1532
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_1.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	1	Ouroboros	8	67	antler	e150ec12c3	ladder	355	0	0	0	-1	0	1	434
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_2.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	2	Ouroboros	8	67	jackpot	29fc6e6fa5	ladder	1000	0	0	0	-1	0	0	1970
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_3.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	3	Ouroboros	8	67	meander	925f7a4755	ladder	258	0	0	0	-1	0	39	680
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_4.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	4	Ouroboros	8	67	saga	988930b0ce	ladder	1000	0	0	0	-1	0	0	4084
fb23a610-2f87-4e1e-a15c-65d0e793b26d_game_5.replay26	fb23a610-2f87-4e1e-a15c-65d0e793b26d	5	Ouroboros	8	67	eider	32e660f402	ladder	216	0	0	0	-1	0	0	350
2b92b4fd-6656-4ad3-a91c-7e9641bd9001_game_1.replay26	2b92b4fd-6656-4ad3-a91c-7e9641bd9001	1	0033	42	67	lighthouse	00349f3ee5	ladder	119	1	0	0	-1	0	0	585
2b92b4fd-6656-4ad3-a91c-7e9641bd9001_game_2.replay26	2b92b4fd-6656-4ad3-a91c-7e9641bd9001	2	0033	42	67	drumlin	d045777fb4	ladder	79	1	0	0	-1	0	0	385
2b92b4fd-6656-4ad3-a91c-7e9641bd9001_game_3.replay26	2b92b4fd-6656-4ad3-a91c-7e9641bd9001	3	0033	42	67	eider	32e660f402	ladder	165	1	0	0	-1	0	0	815
2b92b4fd-6656-4ad3-a91c-7e9641bd9001_game_4.replay26	2b92b4fd-6656-4ad3-a91c-7e9641bd9001	4	0033	42	67	meander	925f7a4755	ladder	183	1	0	0	-1	0	50	734
2b92b4fd-6656-4ad3-a91c-7e9641bd9001_game_5.replay26	2b92b4fd-6656-4ad3-a91c-7e9641bd9001	5	0033	42	67	jackpot	29fc6e6fa5	ladder	172	1	0	0	-1	0	76	716
03e63d07-fd8c-4933-b290-570be7e52c36_game_1.replay26	03e63d07-fd8c-4933-b290-570be7e52c36	1	Lunds Stallions	42	67	antler	e150ec12c3	ladder	750	0	0	0	-1	0	1297	4701
03e63d07-fd8c-4933-b290-570be7e52c36_game_2.replay26	03e63d07-fd8c-4933-b290-570be7e52c36	2	Lunds Stallions	42	67	moonrise	65714cc548	ladder	1000	0	1	493	212	787	864	3811
03e63d07-fd8c-4933-b290-570be7e52c36_game_3.replay26	03e63d07-fd8c-4933-b290-570be7e52c36	3	Lunds Stallions	42	67	fjordgate	93f8deafba	ladder	1000	0	0	0	-1	0	428	3341
03e63d07-fd8c-4933-b290-570be7e52c36_game_4.replay26	03e63d07-fd8c-4933-b290-570be7e52c36	4	Lunds Stallions	42	67	lighthouse	00349f3ee5	ladder	1000	0	0	0	-1	0	0	2010
03e63d07-fd8c-4933-b290-570be7e52c36_game_5.replay26	03e63d07-fd8c-4933-b290-570be7e52c36	5	Lunds Stallions	42	67	meander	925f7a4755	ladder	158	0	0	0	-1	0	0	334
fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970_game_1.replay26	fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970	1	I Stone	14	68	meander	925f7a4755	ladder	131	0	0	0	-1	0	8	645
fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970_game_2.replay26	fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970	2	I Stone	14	68	fjordgate	93f8deafba	ladder	126	0	0	0	-1	0	16	422
fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970_game_3.replay26	fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970	3	I Stone	14	68	saga	988930b0ce	ladder	139	0	0	0	-1	0	0	685
fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970_game_4.replay26	fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970	4	I Stone	14	68	snowflake	b3b93b33a3	ladder	66	0	0	0	-1	0	0	320
fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970_game_5.replay26	fad5dc1c-e0ec-4d9a-9fb9-34d4dcc14970	5	I Stone	14	68	lighthouse	00349f3ee5	ladder	1000	0	0	0	-1	0	0	4990
c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f_game_1.replay26	c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f	1	Team 48	16	68	hive	0c59455b91	ladder	90	1	0	0	-1	0	0	440
c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f_game_2.replay26	c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f	2	Team 48	16	68	atoll	8cbf96e7b4	ladder	85	1	0	0	-1	0	4	415
c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f_game_3.replay26	c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f	3	Team 48	16	68	saga	988930b0ce	ladder	108	1	0	0	-1	0	0	530
c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f_game_4.replay26	c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f	4	Team 48	16	68	fjordgate	93f8deafba	ladder	223	1	0	0	-1	0	71	819
c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f_game_5.replay26	c2b2b94c-dcb7-4afc-8669-0268c9ff7a8f	5	Team 48	16	68	antler	e150ec12c3	ladder	94	1	0	0	-1	0	0	460
b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3_game_1.replay26	b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3	1	not adgato	16	68	?	29fc6e6fa5	unrated	201	0	0	0	-1	0	119	783
b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3_game_2.replay26	b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3	2	not adgato	16	68	?	d0f31b58fa	unrated	208	0	0	0	-1	0	2	1030
b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3_game_3.replay26	b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3	3	not adgato	16	68	?	93f8deafba	unrated	111	0	0	0	-1	0	108	376
b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3_game_4.replay26	b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3	4	not adgato	16	68	?	32e660f402	unrated	300	0	0	0	-1	0	0	1029
b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3_game_5.replay26	b0d7bba8-4567-4de6-9fa8-b0fa35cc76d3	5	not adgato	16	68	?	676dc6f812	unrated	261	0	0	0	-1	0	12	755
799cc587-783d-4c72-89d5-eac8031848ba_game_1.replay26	799cc587-783d-4c72-89d5-eac8031848ba	1	Pivot	69	68	?	8cbf96e7b4	unrated	1000	1	0	0	-1	0	22	3919
799cc587-783d-4c72-89d5-eac8031848ba_game_2.replay26	799cc587-783d-4c72-89d5-eac8031848ba	2	Pivot	69	68	?	93f8deafba	unrated	85	1	0	0	-1	0	7	311
799cc587-783d-4c72-89d5-eac8031848ba_game_3.replay26	799cc587-783d-4c72-89d5-eac8031848ba	3	Pivot	69	68	?	65714cc548	unrated	1000	1	1	926	74	926	963	4011
799cc587-783d-4c72-89d5-eac8031848ba_game_4.replay26	799cc587-783d-4c72-89d5-eac8031848ba	4	Pivot	69	68	?	f0ab8b0a38	unrated	1000	1	0	0	-1	0	0	6523
799cc587-783d-4c72-89d5-eac8031848ba_game_5.replay26	799cc587-783d-4c72-89d5-eac8031848ba	5	Pivot	69	68	?	988930b0ce	unrated	125	1	0	0	-1	0	0	606
a05472b6-5801-49d7-9f73-c575df294a08_game_1.replay26	a05472b6-5801-49d7-9f73-c575df294a08	1	sporks	2	68	?	f0ab8b0a38	unrated	1000	0	0	0	-1	0	0	5355
a05472b6-5801-49d7-9f73-c575df294a08_game_2.replay26	a05472b6-5801-49d7-9f73-c575df294a08	2	sporks	2	68	?	e150ec12c3	unrated	311	0	0	0	-1	0	182	675
a05472b6-5801-49d7-9f73-c575df294a08_game_3.replay26	a05472b6-5801-49d7-9f73-c575df294a08	3	sporks	2	68	?	988930b0ce	unrated	1000	0	0	0	-1	0	741	3464
a05472b6-5801-49d7-9f73-c575df294a08_game_4.replay26	a05472b6-5801-49d7-9f73-c575df294a08	4	sporks	2	68	?	d0f31b58fa	unrated	1000	0	0	0	-1	0	1	2292
a05472b6-5801-49d7-9f73-c575df294a08_game_5.replay26	a05472b6-5801-49d7-9f73-c575df294a08	5	sporks	2	68	?	0c59455b91	unrated	670	0	0	0	-1	0	0	3407
877eb868-39ce-4fe0-b62a-eb8cb40ab5db_game_1.replay26	877eb868-39ce-4fe0-b62a-eb8cb40ab5db	1	Jython	63	68	?	d0f31b58fa	unrated	1000	0	0	0	-1	0	77	8725
877eb868-39ce-4fe0-b62a-eb8cb40ab5db_game_2.replay26	877eb868-39ce-4fe0-b62a-eb8cb40ab5db	2	Jython	63	68	?	93f8deafba	unrated	1000	0	0	0	-1	0	465	4978
877eb868-39ce-4fe0-b62a-eb8cb40ab5db_game_3.replay26	877eb868-39ce-4fe0-b62a-eb8cb40ab5db	3	Jython	63	68	?	d045777fb4	unrated	268	0	0	0	-1	0	0	1188
877eb868-39ce-4fe0-b62a-eb8cb40ab5db_game_4.replay26	877eb868-39ce-4fe0-b62a-eb8cb40ab5db	4	Jython	63	68	?	925f7a4755	unrated	1000	0	0	0	-1	0	165	6246
877eb868-39ce-4fe0-b62a-eb8cb40ab5db_game_5.replay26	877eb868-39ce-4fe0-b62a-eb8cb40ab5db	5	Jython	63	68	?	65714cc548	unrated	1000	0	0	0	-1	0	166	4061
f62d1798-9778-4fbf-98ea-7d6226486469_game_1.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	1	Askar City	73	68	saga	988930b0ce	ladder	94	1	0	0	-1	0	0	411
f62d1798-9778-4fbf-98ea-7d6226486469_game_2.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	2	Askar City	73	68	jackpot	29fc6e6fa5	ladder	109	1	0	0	-1	0	0	535
f62d1798-9778-4fbf-98ea-7d6226486469_game_3.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	3	Askar City	73	68	archipelago	f0ab8b0a38	ladder	97	1	0	0	-1	0	0	475
f62d1798-9778-4fbf-98ea-7d6226486469_game_4.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	4	Askar City	73	68	snowflake	b3b93b33a3	ladder	94	1	0	0	-1	0	23	483
f62d1798-9778-4fbf-98ea-7d6226486469_game_5.replay26	f62d1798-9778-4fbf-98ea-7d6226486469	5	Askar City	73	68	fjordgate	93f8deafba	ladder	134	1	0	0	-1	0	58	629
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_1.replay26	9a32a859-74b2-4c4b-97d1-a19054e569e3	1	Kings College Munich	1	68	drumlin	d045777fb4	ladder	663	1	0	0	-1	0	9	3426
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_2.replay26	9a32a859-74b2-4c4b-97d1-a19054e569e3	2	Kings College Munich	1	68	eider	32e660f402	ladder	127	1	0	0	-1	0	0	422
9a32a859-74b2-4c4b-97d1-a19054e569e3_game_3.replay26	9a32a859-74b2-4c4b-97d1-a19054e569e3	3	Kings College Munich	1	68	atoll	8cbf96e7b4	ladder	1000	1	0	0	-1	0	85	4138
