tag	map	seed	seat	rounds	won	spawn_n	spawn1_rnd	spawn4_rnd	spawn_fwd4	spawn_fwd_pos4	spawn_n30	harv1_rnd	harv1_dour	harv1_dtheir	harv_n30	harv_n60	harv_n	opp_harv1_rnd	opp_harv_n30	opp_harv_n60	conv1_rnd	conv_n30	conv_n60	opp_conv_n30	turret_n	opp_turret_n	ti_bank30	ti_coll30	opp_coll30	ti_bank60	ti_coll60	opp_coll60	ti_bank100	ti_coll100	opp_coll100	ti_bank200	ti_coll200	opp_coll200	ti_coll_end	opp_coll_end	harv_live30	harv_wired30	conv_good30	enemy_ourring30	conv_dmin30	harv_dmin30	conv_home30	harv_live60	harv_wired60	conv_good60	enemy_ourring60	conv_dmin60	harv_dmin60	conv_home60	harv_live100	harv_wired100	conv_good100	enemy_ourring100	conv_dmin100	harv_dmin100	conv_home100	harv_live150	harv_wired150	conv_good150	enemy_ourring150	conv_dmin150	harv_dmin150	conv_home150	head2_rnd	head1_rnd	head_dmin_ever	headadj_free_rnds	headadj_enemy_rnds	headadj_own_rnds	headadj_free_share	replan_rnds	replan_share	replan_dist	ringfree_rounds_after_head2	rounds_after_head2	ringfree_share_after_head2	homering_n	eseal30	ebar30	oseal30	free30	eseal60	ebar60	oseal60	free60	eseal100	ebar100	oseal100	free100	eseal150	ebar150	oseal150	free150	eseal_first	ebar_first	eseal_max	oseal_max	eseal_mean	bots_ours	bots_theirs	moves	rev_rate	choke_step_rate	dep_rnd	arr36_rnd	arr16_rnd	n_reach36	n_reach16	reach36_share	stall_bots	bfs_cc	route_steps	route_detour	arr16_hops	arr16_walks	throws_ours	throws_opp	throw1_rnd	throws_ours30	throw_fwd	throw_back	throw_gain	turret_dmin	turret1_rnd	turret_n30	turret_n_theirhalf	fwdbuild_n	fwdbuild1_rnd	fwdbuild_n100	fc_rnd	fc_victim_ours	fc_weapon	fc_basin	fc_dour	fc_dtheir	fc_pres0	fc_pres20	atring_first8	atring_first16	atring_rnds8	atring_share8	atring_share16	atring_bodyrnds	atring_peak	establish_first	establish_rnds	establish_share	establish_peak	raider_n	raider_life_med	kill_sentinel	kill_gunner	kill_builder_attack	kill_none	apron_death_med	apron_death_first	ourbot_deaths	oppbot_deaths	death_home	death_mid	death_apron	death_tiles	death_top1	death_conc	death_med_rnd	death_choke	our_recv_sent	our_recv_gun	our_recv_peck	opp_recv_sent	opp_recv_gun	opp_recv_peck	ourcore_firsthit	ourcore_min	ourcore_r150	oppcore_firsthit	oppcore_min	oppcore_r150	tape_ours_won	tape_turn	cond
nomouth_nordkap_s3_B	nordkap	3	B	217	1	5	0	3	1.5	4	5	6	4	15	1	1	1	7	3	3	7	3	3	7	5	3	5	50	10	12	100	10	48	100	10	12	100	10	100	10	1	1	3	3	1	4	1	1	0	1	8	1	4	1	1	0	1	8	1	4	1	1	0	1	8	1	4	1	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	6	6	0	0	6	6	0	0	6	6	0	0	20	20	6	0	5.161	5	6	648	0.7022	0.0	6	6	6	4	2	0.8	3	11	3	0.273	1	1	3	0	6	3	3	0	15	3	5	4	3	14	7	13	10	1	sentinel	ours	0	11	2	3	8	6	209	0.963	0.972	395	2	9	208	0.959	11	4	87	0	2	0	0	-1	-1	2	2	2	0	0	1	2	1.0	118	0	22	16	10	32	30	10	10	140	500	113	0	302	1	217	Core destroyed
cap6_nordkap_s3_B	nordkap	3	B	191	1	5	0	3	1.5	4	5	6	4	15	1	1	1	9	3	3	7	6	6	8	5	2	29	50	50	20	130	120	46	230	190	12	450	190	450	190	1	1	6	5	1	4	2	1	1	6	5	1	4	2	1	1	6	5	1	4	2	1	1	6	5	1	4	2	7	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	5	5	0	1	5	5	0	1	5	5	0	1	5	5	0	1	9	9	6	0	4.503	5	5	457	0.4442	0.0	6	6	6	3	2	0.6	2	11	3	0.273	1	1	3	0	6	3	3	0	15	3	5	4	3	14	7	12	10	0	gunner	theirs	7	4	2	2	8	6	182	0.953	0.969	341	2	9	182	0.953	11	3	-1	0	0	0	0	-1	-1	0	2	0	0	0	0	0	-1	-1	0	52	0	2	43	10	30	12	418	490	118	0	266	1	191	Core destroyed
parent_nordkap_s4_A	nordkap	4	A	221	1	6	0	3	0.0	2	6	4	4	16	2	2	2	5	3	4	5	6	6	12	6	1	58	100	90	55	240	130	16	400	130	16	680	130	730	130	2	2	6	4	1	4	2	2	2	6	5	1	4	2	2	1	4	8	1	4	2	2	1	4	6	1	4	2	5	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	4	4	0	2	6	6	0	0	5	5	0	1	19	19	6	0	4.557	6	6	838	0.6683	0.0012	6	6	6	4	3	0.667	1	11	3	0.273	1	1	3	11	6	3	3	0	16	2	5	3	3	14	7	13	16	1	sentinel	theirs	10	5	3	4	8	6	213	0.964	0.973	402	2	9	212	0.959	13	4	21	1	0	0	0	28	28	1	2	0	0	1	1	1	1.0	28	0	5	0	30	28	141	30	-1	500	500	81	0	320	1	221	Core destroyed
flagoff_nordkap_s4_A	nordkap	4	A	1000	0	5	0	3	0.0	2	5	10	4	15	2	2	2	4	2	2	11	6	6	7	5	4	21	60	90	12	80	100	20	80	100	12	80	100	80	100	1	1	6	5	1	4	2	1	0	4	6	1	4	2	1	0	4	7	1	4	2	1	0	2	8	1	4	2	11	11	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	4	4	0	2	5	5	0	1	5	5	0	1	6	6	0	0	16	16	6	0	5.158	5	6	1745	0.7473	0.0	6	6	6	4	2	0.8	2	11	3	0.273	1	1	4	98	6	4	4	0	19	2	5	4	3	35	7	12	10	0	builder_attack	theirs	12	1	2	2	8	6	939	0.939	0.977	1267	2	9	991	0.991	13	4	22	0	4	0	0	680	680	4	0	3	0	1	4	1	0.25	229	0	0	142	20	1	391	20	-1	500	500	736	482	500	0	1000	Titanium collected (tiebreak)
v531fix_nordkap_s4_A	nordkap	4	A	153	1	5	0	3	0.0	2	5	9	4	16	2	2	2	7	2	2	3	9	10	6	5	2	52	70	50	16	200	60	16	400	60	48	660	60	660	60	2	2	9	2	1	4	3	2	2	9	2	1	4	3	2	2	9	2	1	4	3	2	2	9	2	1	4	3	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	3	2	2	0	3	2	2	0	3	2	2	0	3	16	16	3	0	1.935	5	5	568	0.5704	0.0	6	6	6	2	2	0.4	3	11	3	0.273	1	1	3	4	6	3	3	0	16	2	5	3	3	24	7	21	12	1	sentinel	theirs	11	2	2	2	8	6	145	0.948	0.961	279	2	9	144	0.941	12	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	34	0	10	51	0	10	15	456	500	62	0	6	1	153	Core destroyed
nomouth_nordkap_s4_A	nordkap	4	A	325	1	6	0	3	0.0	2	6	11	4	15	1	1	1	8	4	4	12	3	3	12	4	2	12	40	90	25	110	230	48	130	230	15	130	230	130	230	1	1	3	2	1	4	1	1	1	3	7	1	4	1	1	0	0	7	2	4	0	1	0	0	7	2	4	0	12	15	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	6	6	0	0	6	6	0	1	6	6	0	1	16	16	6	0	5.32	6	5	1584	0.7917	0.0	6	6	6	4	3	0.667	3	11	3	0.273	1	1	3	0	6	3	3	0	14	3	5	3	2	30	7	21	11	1	sentinel	theirs	13	1	2	3	8	6	316	0.972	0.982	794	3	9	316	0.972	12	4	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	78	13	10	28	24	20	-1	500	500	125	0	428	1	325	Core destroyed
cap6_nordkap_s4_A	nordkap	4	A	419	0	5	0	3	0.0	2	5	9	4	16	1	1	2	8	4	4	3	6	8	11	8	4	24	50	50	62	60	50	16	60	50	14	60	280	60	830	1	1	6	4	1	4	2	1	0	3	6	1	4	1	1	0	3	6	1	4	1	2	0	3	6	1	4	1	3	3	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	2	4	4	0	2	4	4	0	2	4	4	0	2	16	16	6	0	4.222	5	6	1500	0.7387	0.0	6	6	6	5	2	1.0	2	11	3	0.273	1	1	5	23	6	3	5	0	20	3	5	4	4	22	7	20	11	1	sentinel	theirs	13	1	2	2	8	6	205	0.489	0.842	290	2	9	410	0.979	12	5	145	1	0	0	0	152	152	1	1	0	0	1	1	1	1.0	152	0	72	0	50	42	0	10	324	0	500	77	370	500	0	419	Core destroyed
parent_nordkap_s4_B	nordkap	4	B	185	1	4	0	3	1.5	4	4	6	4	15	1	1	1	6	4	5	7	3	3	15	7	2	22	50	120	58	130	220	12	130	220	12	130	220	130	220	1	1	3	3	1	4	1	1	1	3	8	1	4	1	1	0	0	8	3	4	0	1	0	0	8	3	4	0	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	7	7	0	0	7	7	0	0	7	7	0	0	14	14	7	0	5.886	4	5	327	0.7645	0.0	6	6	6	3	2	0.75	0	11	3	0.273	1	1	6	42	6	5	6	0	21	2	5	6	6	17	7	17	8	0	gunner	theirs	7	4	2	2	9	6	176	0.951	0.968	344	2	10	175	0.946	13	3	17	2	0	0	0	-1	-1	2	1	2	0	0	1	2	1.0	27	0	21	0	20	28	29	40	153	266	500	65	0	158	1	185	Core destroyed
flagoff_nordkap_s4_B	nordkap	4	B	241	1	5	0	3	1.5	4	5	6	4	15	1	1	1	8	3	3	7	3	3	9	8	2	28	50	30	56	130	80	49	230	80	18	480	80	580	80	1	1	3	1	1	4	1	1	1	3	7	1	4	1	1	1	3	6	1	4	1	1	1	3	5	1	4	1	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	7	7	0	0	6	6	0	1	5	5	0	1	18	18	7	0	4.905	5	5	814	0.7334	0.0	6	6	6	5	2	1.0	1	11	3	0.273	1	1	4	1	6	4	4	0	17	2	5	4	5	17	7	15	10	0	gunner	theirs	8	3	2	2	8	6	231	0.959	0.975	296	2	9	232	0.963	14	5	-1	0	0	0	0	-1	-1	0	3	0	0	0	0	0	-1	-1	0	50	0	11	28	77	20	12	470	498	169	0	500	1	241	Core destroyed
v531fix_nordkap_s4_B	nordkap	4	B	149	1	5	0	3	1.5	4	5	6	4	15	1	1	1	7	3	3	7	3	3	6	5	1	25	50	50	41	130	120	23	230	120	23	350	120	350	120	1	1	3	3	1	4	1	1	1	3	6	1	4	1	1	1	3	6	1	4	1	0	0	0	0	-1	-1	0	7	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	6	6	0	0	6	6	0	0	-1	-1	-1	-1	16	16	6	0	4.718	5	6	324	0.6574	0.0	6	6	6	3	2	0.6	2	11	3	0.273	1	1	4	0	6	4	4	0	20	3	5	4	4	15	7	15	9	0	gunner	theirs	6	5	2	2	8	6	141	0.946	0.96	256	2	9	140	0.94	12	3	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	40	0	0	28	22	20	10	470	486	78	0	0	1	149	Core destroyed
nomouth_nordkap_s4_B	nordkap	4	B	143	1	4	0	3	1.5	4	4	6	4	15	1	1	1	6	2	2	7	3	3	6	7	1	31	50	60	26	130	60	15	230	60	13	330	60	330	60	1	1	3	6	1	4	1	1	1	3	6	1	4	1	1	1	3	7	1	4	1	0	0	0	0	-1	-1	0	7	9	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	6	6	0	0	6	6	0	1	7	7	0	0	-1	-1	-1	-1	15	15	7	0	5.713	4	6	342	0.4211	0.0	6	6	6	3	2	0.75	1	11	3	0.273	1	1	5	34	6	4	5	0	17	2	5	5	5	16	7	16	8	0	gunner	theirs	7	4	2	2	10	6	128	0.895	0.958	217	2	11	132	0.923	14	3	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	38	0	0	28	9	20	10	414	446	77	0	0	1	143	Core destroyed
cap6_nordkap_s4_B	nordkap	4	B	195	1	5	0	3	1.5	4	5	6	4	15	1	1	1	7	3	3	7	3	8	6	6	1	15	50	0	10	130	0	16	210	0	10	440	0	440	0	1	1	3	3	1	4	1	1	1	3	8	1	4	1	1	1	3	7	1	4	1	1	1	3	6	1	4	1	7	8	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	6	6	0	0	6	6	0	0	5	5	0	0	16	16	6	0	4.728	5	6	560	0.7286	0.0	6	6	6	3	2	0.6	3	11	3	0.273	1	1	4	0	6	4	4	0	21	3	5	4	4	15	7	15	10	1	sentinel	ours	0	11	2	2	8	6	187	0.959	0.969	360	2	9	186	0.954	12	3	-1	0	0	0	0	-1	-1	0	4	0	0	0	0	0	-1	-1	0	32	0	40	36	28	0	10	356	462	100	0	284	1	195	Core destroyed
parent_yulerune_s3_A	yulerune	3	A	105	1	4	0	3	1.25	4	4	5	6	25	2	2	2	7	2	2	6	8	8	8	5	2	81	90	0	14	170	0	12	200	0	12	200	0	200	0	1	1	8	0	1	6	1	1	1	8	8	1	6	1	1	0	0	8	3	6	0	0	0	0	0	-1	-1	0	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	0	0	0	7	7	7	0	0	7	7	0	0	-1	-1	-1	-1	31	31	7	0	4.067	4	6	302	0.7152	0.0033	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	14	6	6	4	2	50	3	5	4	3	13	11	13	13	0	gunner	theirs	25	6	2	2	12	10	74	0.705	0.733	109	2	11	94	0.895	11	2	50	2	0	0	0	87	60	2	0	0	0	2	1	2	1.0	87	0	4	9	20	28	14	8	-1	500	500	39	0	0	1	105	Core destroyed
flagoff_yulerune_s3_A	yulerune	3	A	247	1	5	0	3	1.25	4	4	5	6	25	2	5	6	6	3	3	6	8	18	15	10	1	100	90	60	8	210	110	30	310	110	62	1150	110	1630	140	2	2	8	2	1	6	1	5	0	1	8	1	6	1	5	3	15	8	1	6	1	5	3	15	5	1	6	1	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	7	7	0	0	7	7	0	0	5	5	0	2	26	26	7	0	4.51	5	6	689	0.2583	0.0015	10	10	10	3	2	0.6	0	27	7	0.259	2	4	5	17	6	5	3	2	47	2	5	4	3	19	11	14	13	0	gunner	theirs	25	6	2	2	12	10	170	0.688	0.709	201	2	11	236	0.955	12	3	34	0	2	0	0	185	44	2	3	0	0	2	2	1	0.5	185	0	0	36	79	50	49	40	-1	500	500	182	0	500	1	247	Core destroyed
v531fix_yulerune_s3_A	yulerune	3	A	141	1	4	0	3	1.25	4	4	9	7	20	2	2	2	8	3	3	2	8	8	11	5	2	72	80	0	14	100	0	14	100	0	14	100	0	100	0	1	1	8	2	1	6	1	1	0	1	7	1	6	1	1	0	1	8	1	6	1	0	0	0	0	-1	-1	0	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	5	5	0	1	6	6	0	0	-1	-1	-1	-1	28	28	6	0	3.809	4	6	454	0.7643	0.0044	10	10	10	2	2	0.5	1	27	7	0.259	2	4	6	5	6	6	4	2	50	2	5	4	3	13	11	13	13	0	gunner	theirs	25	6	2	2	12	10	118	0.837	0.929	177	2	11	130	0.922	12	2	83	0	1	0	0	-1	-1	1	0	0	1	0	1	1	1.0	93	0	1	14	10	28	15	0	-1	500	500	35	0	0	1	141	Core destroyed
nomouth_yulerune_s3_A	yulerune	3	A	417	1	5	0	3	1.25	4	5	5	6	25	2	2	3	6	3	3	6	8	8	6	7	1	18	90	0	18	230	0	26	230	0	51	230	0	230	0	2	2	8	1	1	6	1	2	0	1	5	1	6	1	2	0	0	5	3	6	0	3	0	0	5	3	6	0	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	3	3	0	3	3	3	0	3	3	3	0	3	28	28	3	0	2.777	5	6	1747	0.7516	0.0006	10	10	10	2	2	0.4	1	27	7	0.259	2	4	6	147	6	6	4	2	50	2	5	4	3	52	11	15	15	1	sentinel	theirs	27	1	2	2	12	10	402	0.964	0.976	606	2	11	406	0.974	13	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	80	0	30	49	1	0	-1	500	500	54	0	500	1	417	Core destroyed
cap6_yulerune_s3_A	yulerune	3	A	105	1	4	0	3	1.25	4	4	9	7	20	2	2	2	7	3	3	2	8	8	11	5	1	75	80	0	14	160	0	14	160	0	14	160	0	160	0	2	2	8	3	1	6	1	1	0	1	8	1	6	1	1	0	1	8	1	6	1	0	0	0	0	-1	-1	0	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	4	7	7	0	0	7	7	0	0	-1	-1	-1	-1	24	24	7	0	4.876	4	6	377	0.756	0.0053	10	10	10	2	2	0.5	1	27	7	0.259	2	4	6	4	6	6	4	2	50	3	5	4	3	13	11	13	13	0	gunner	theirs	25	6	2	2	12	10	91	0.867	0.905	145	2	11	94	0.895	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	8	10	28	8	0	-1	500	500	36	0	0	1	105	Core destroyed
parent_yulerune_s3_B	yulerune	3	B	1000	0	5	0	3	1.25	4	5	5	6	25	1	1	4	6	4	4	6	5	5	10	8	8	44	50	0	49	120	0	18	220	0	18	240	0	240	920	1	1	5	2	1	6	1	1	1	5	6	1	6	1	1	1	5	6	1	6	1	1	0	1	7	1	6	1	11	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	6	6	0	1	5	5	0	2	6	6	0	1	27	27	7	0	6.063	5	6	2862	0.5776	0.03	10	10	10	2	2	0.4	0	27	7	0.259	2	4	6	65	6	6	4	2	48	3	5	4	3	21	11	14	13	0	gunner	theirs	25	6	2	2	12	10	266	0.266	0.278	423	2	11	989	0.989	13	2	223	2	0	0	0	288	233	2	0	0	0	2	1	2	1.0	288	0	26	49	19	22	249	0	980	482	500	88	284	284	0	1000	Titanium collected (tiebreak)
flagoff_yulerune_s3_B	yulerune	3	B	481	1	10	0	3	1.25	4	5	5	6	25	2	3	9	6	3	3	6	10	12	9	27	3	108	80	0	18	270	0	76	580	0	36	1690	0	5190	0	2	2	10	3	1	6	2	3	3	12	7	1	6	2	5	4	15	6	1	6	2	6	4	16	2	1	6	2	11	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	3	3	0	3	6	6	0	0	5	5	0	1	2	2	0	4	24	24	6	0	2.453	10	6	1711	0.2665	0.0123	10	10	10	7	7	0.7	0	27	7	0.259	2	4	12	31	6	6	10	2	111	2	5	3	11	30	11	9	15	1	gunner	theirs	26	2	2	2	12	10	213	0.443	0.48	319	3	11	470	0.977	13	7	100	2	2	0	0	201	41	4	2	0	0	4	3	2	0.5	201	0	13	12	3	161	74	20	-1	500	500	197	0	500	1	481	Core destroyed
v531fix_yulerune_s3_B	yulerune	3	B	314	1	5	0	3	1.25	4	5	11	6	25	1	1	6	9	3	3	2	5	8	8	12	3	45	40	0	32	70	0	9	100	0	112	660	130	1450	560	1	1	5	2	1	6	1	1	0	1	4	1	6	1	3	1	6	3	1	6	2	6	2	8	3	1	6	2	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	2	2	0	4	2	2	0	4	2	2	0	4	28	28	3	0	1.847	5	10	1109	0.6041	0.0018	10	10	10	2	2	0.4	0	27	7	0.259	2	4	6	32	6	6	4	2	48	3	5	4	4	20	11	14	14	0	gunner	theirs	26	5	2	2	12	10	82	0.261	0.793	102	2	11	303	0.965	11	2	58	2	0	0	0	259	68	2	6	0	0	2	1	2	1.0	259	0	18	28	33	61	14	10	-1	500	500	233	0	500	1	314	Core destroyed
nomouth_yulerune_s3_B	yulerune	3	B	457	0	4	0	3	1.25	4	4	6	6	25	2	2	5	8	3	3	7	10	10	11	5	4	52	70	0	24	160	0	14	180	0	12	180	0	180	560	2	2	10	2	1	6	2	2	1	6	7	1	6	2	2	0	2	8	1	6	2	3	0	2	8	1	6	2	12	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	5	5	0	1	6	6	0	0	6	6	0	0	27	27	6	0	5.346	4	6	1110	0.7378	0.0027	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	6	6	5	4	2	49	2	5	4	3	14	11	14	12	0	gunner	theirs	25	6	2	2	13	10	159	0.348	0.416	242	2	12	445	0.974	11	2	98	0	2	0	0	223	108	2	1	0	0	2	1	2	1.0	223	0	28	32	20	39	17	0	389	0	500	41	222	374	0	457	Core destroyed
cap6_yulerune_s3_B	yulerune	3	B	120	1	5	0	3	1.25	4	5	11	6	25	2	3	3	9	3	3	2	9	14	11	5	1	54	40	0	81	170	0	16	270	0	26	320	0	320	0	2	1	6	2	1	6	2	3	1	6	5	1	6	2	3	1	6	5	1	6	2	0	0	0	0	-1	-1	0	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	4	4	4	0	2	4	4	0	2	-1	-1	-1	-1	26	26	4	0	2.967	5	6	444	0.4887	0.0068	10	10	10	2	2	0.4	0	27	7	0.259	2	4	5	12	6	5	3	2	47	3	5	3	2	10	11	10	15	1	gunner	theirs	26	2	2	2	12	10	108	0.9	0.917	213	2	11	109	0.908	10	2	-1	0	0	0	0	-1	-1	0	1	0	0	0	0	0	-1	-1	0	0	1	10	28	6	6	-1	500	500	65	0	0	1	120	Core destroyed
parent_yulerune_s4_A	yulerune	4	A	88	1	4	0	3	1.25	4	4	5	6	25	2	2	2	5	4	4	6	8	8	11	5	0	87	90	0	14	230	0	24	280	0	24	280	0	280	0	2	2	8	2	1	6	1	2	2	8	8	1	6	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	7	7	0	0	-1	-1	-1	-1	-1	-1	-1	-1	25	25	7	0	3.943	4	6	310	0.6742	0.0032	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	8	6	6	4	2	50	2	5	4	3	13	11	13	13	0	gunner	theirs	25	6	2	2	12	10	74	0.841	0.886	121	2	11	77	0.875	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	1	20	28	14	0	-1	500	500	33	0	0	1	88	Core destroyed
flagoff_yulerune_s4_A	yulerune	4	A	88	1	4	0	3	1.25	4	4	5	6	25	2	2	2	7	3	3	6	8	8	8	5	1	88	90	0	14	230	0	24	230	0	24	230	0	230	0	2	2	8	2	1	6	1	2	0	1	8	1	6	1	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	7	7	0	0	-1	-1	-1	-1	-1	-1	-1	-1	24	24	7	0	3.966	4	6	248	0.6573	0.004	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	10	6	6	4	2	50	3	5	4	3	14	11	14	13	0	gunner	theirs	25	6	2	2	12	10	76	0.864	0.886	111	2	11	77	0.875	13	2	55	1	0	0	0	65	65	1	0	0	0	1	1	1	1.0	65	0	3	0	10	28	8	0	-1	500	500	33	0	0	1	88	Core destroyed
v531fix_yulerune_s4_A	yulerune	4	A	105	1	4	0	3	1.25	4	4	9	7	20	2	2	2	6	4	4	2	8	8	11	5	1	74	80	0	14	220	0	14	220	0	14	220	0	220	0	2	2	8	2	1	6	1	2	0	1	8	1	6	1	2	0	1	8	1	6	1	0	0	0	0	-1	-1	0	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	7	7	0	0	7	7	0	0	-1	-1	-1	-1	24	24	7	0	4.486	4	6	371	0.7305	0.0054	10	10	10	2	2	0.5	1	27	7	0.259	2	4	6	5	6	6	4	2	50	3	5	4	3	13	11	13	13	0	gunner	theirs	25	6	2	2	12	10	61	0.581	0.905	88	2	11	94	0.895	12	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	0	10	10	28	14	8	-1	500	500	47	0	0	1	105	Core destroyed
nomouth_yulerune_s4_A	yulerune	4	A	409	0	4	0	3	1.25	4	4	5	6	25	2	3	3	6	4	5	6	8	14	18	6	2	91	90	80	81	220	160	16	230	160	14	230	160	230	160	2	2	8	2	1	6	1	3	1	7	8	1	6	2	3	0	2	8	1	6	2	3	0	2	8	1	6	2	11	14	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	6	6	0	0	6	6	0	0	6	6	0	0	26	26	6	0	5.523	4	6	1296	0.8673	0.0008	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	15	6	5	4	2	50	2	5	4	4	15	11	14	13	0	gunner	theirs	25	6	2	2	12	10	395	0.966	0.976	489	2	11	398	0.973	13	2	158	0	1	0	0	168	168	1	0	0	0	1	1	1	1.0	168	0	28	28	20	78	17	50	257	0	500	69	96	230	0	409	Core destroyed
cap6_yulerune_s4_A	yulerune	4	A	321	1	6	0	3	1.25	4	4	9	7	20	2	4	8	6	3	3	2	8	19	15	13	1	74	80	60	68	220	100	35	480	100	167	1330	100	2230	100	2	2	8	2	1	6	1	4	1	7	8	1	6	2	6	1	7	8	1	6	2	7	3	19	4	1	6	4	2	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	2	2	0	5	6	6	0	0	6	6	0	0	4	4	0	0	26	26	6	0	4.215	6	7	1019	0.3876	0.0471	10	10	10	5	5	0.833	1	27	7	0.259	2	4	7	4	6	5	5	2	67	2	5	4	6	37	11	15	13	0	gunner	theirs	25	6	2	2	12	10	234	0.729	0.928	269	2	11	310	0.966	12	5	37	0	2	0	0	189	48	2	5	0	0	2	2	1	0.5	189	0	0	65	78	61	52	40	-1	500	500	154	0	500	1	321	Core destroyed
parent_yulerune_s4_B	yulerune	4	B	178	1	6	0	3	1.25	4	5	5	6	25	1	1	7	10	3	3	6	5	5	10	9	2	6	50	0	33	120	0	119	330	0	72	1440	0	1440	0	1	1	5	1	1	6	1	1	1	5	2	1	6	1	4	4	15	2	1	6	2	7	6	27	2	1	6	3	11	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	6	2	2	0	5	2	2	0	4	2	2	0	3	28	28	3	0	1.685	6	5	541	0.3272	0.0166	10	10	10	3	3	0.5	0	27	7	0.259	2	4	8	28	6	6	5	3	69	3	5	5	4	13	11	10	14	0	gunner	theirs	26	5	2	2	12	10	81	0.455	0.663	110	2	11	167	0.938	10	3	39	2	0	0	0	60	49	2	1	0	0	2	1	2	1.0	60	0	6	2	0	45	9	0	-1	500	500	143	0	382	1	178	Core destroyed
flagoff_yulerune_s4_B	yulerune	4	B	83	1	4	0	3	1.25	4	4	5	6	25	2	2	2	9	3	3	6	10	10	8	5	1	14	80	0	14	230	0	14	290	0	14	290	0	290	0	2	2	10	2	1	6	2	2	2	10	7	1	6	2	0	0	0	0	-1	-1	0	0	0	0	0	-1	-1	0	11	13	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8	1	1	0	5	5	5	0	0	-1	-1	-1	-1	-1	-1	-1	-1	28	28	5	0	2.783	4	6	289	0.5571	0.0069	10	10	10	2	2	0.5	0	27	7	0.259	2	4	6	2	6	6	4	2	48	2	5	5	3	13	12	13	13	0	gunner	theirs	25	6	2	2	13	10	45	0.542	0.88	62	2	12	71	0.855	11	2	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	-1	-1	0	2	0	14	28	4	0	-1	500	500	28	0	0	1	83	Core destroyed
